	ABI1	AKT1	APPL1	ARAF	BCAR1	CAMK2A	CAV1	CAV2	CBL	CBLB	CDC42	CREB1	CRK	CSK	DNM1	DUSP1	EGF	EGFR	ELK1	EPN1	EPS15	EPS8	FOS	GAB1	GAB2	GJA1	GRB2	HRAS	JAK2	JUN	KRAS	KRT8	MAP2K1	MAP2K2	MAP2K3	MAP2K5	MAPK1	MAPK14	MAPK3	MAPK8	NCK1	PAK1	PIK3CA	PIK3CB	PIK3CD	PIK3R1	PLCG1	PRKCZ	PTK2B	PTPN11	PTPN6	RAB5A	RAC1	RAF1	RALB	RALBP1	RALGDS	SHC1	SOS1	SRC	VAV1	VAV2	VAV3	YWHAB	PDPK1	RHOA	MAP2K4	MAP2K6	P53	ERBB2	LIMK1	MAP2K7	MAP3K1	MAP3K4	NRAS	PIK3CG	PLD1	PLD2	RPS6KA3	MAP3K11	ERBB3	ERBB4	BRAF	CASP9	FOXO1A	GRB10	BAD	SMAD2	SH3KBP1	SPRY2	ARHGEF7	TNK2	SH3GL2	ERRFI1	PIK3R2	PLCG2	RASA1	RGS16	STAT1	STAT5B	USP6NL	MAPK7	PRKCG	SOS2	RIN1	STAT5A	KSR1	MAP3K2	MYC	PTPN5	PTPRR	RPS6KA1	SMAD3	SP1	DUSP4	DUSP6	WASL	PIK3R3	PXN	RALA	STAT3	PRKCE	GRB7	ARHGAP3	PRKCA	PRKCB1	PRKCI
Random433	172822	37107.9	177473	582214	50	571136	50	50	51415.6	845160	235933	542604	39651.9	169367	2010	25133.1	165313	83951.8	100	9794.25	3314.75	205421	238.352	9702.47	1691.17	1735.41	354876	522382	96239.7	498.389	244929	50	801999	43853.5	36111.7	136483	765468	226221	230309	536667	46870.9	50490.9	155263	160964	127843	165872	941568	12005.7	34679	255773	269091	423987	189369	115950	92845.7	185351	100	40669.5	168646	214910	192647	39887.7	1.06233e+06	95098.2	235122	797105	1.12914e+06	35783.8	75	449230	50	50	920245	611431	241003	13014.4	1069	256368	481807	197759	375840	84964.9	333641	50	50	221798	924.992	190362	920674	75	100	50	7740	50	23328	50709.3	190791	50	322981	50	112495	7168.55	3093.94	9482.74	43826.3	150	132550	254731	100	143736	32042.6	50	50	50	349287	74610.5	56901.1	530346	623666	92705.7	50	781.5	100	100	41650	134793	58627	
Random434	9077.18	6824.72	50	88493.3	50	165959	50	50	24767.6	174	512398	58951.6	267291	115305	468.6	13946.9	258441	119330	100	1.04786e+06	445344	9831.6	7550.24	10263.2	70	54265.1	131482	4.09233e+06	101635	22434.1	500	50	17771.4	58312.9	79454.4	76157.5	356468	1.57802e+06	91389.4	153073	37155.4	18375.3	150	150	100	67384	1571.85	75	11542	41960.7	86624.8	125091	164051	7417.45	119195	100	167345	52681.9	10783.7	78549.9	42019.2	160690	209723	88969.4	28318.5	584591	37583.7	2.13241e+06	75	43197.4	73151.2	72355.5	242219	2.31877e+06	400	956150	26072.5	143806	41491.8	1.45046e+06	27146.5	17319.2	117023	50	50	50	62.5	55303	224	75	66805.8	50	1574.4	50	140736	66953.9	125537	50	200	50	970.703	227822	97618	100	184743	503657	100	62864.1	100	130311	41456.8	50	50	361959	1.31236e+06	33149.5	40629.1	192557	50	137714	50	75	100	100	54001.3	100	193695	
Random435	3236.62	88121.1	630698	300	50	14216	50	50	309669	37874.9	1.8731e+06	6032.22	11274.8	50	5429.6	50344.8	46928.5	24751.4	100	623524	396160	96599.6	1258.69	11757.3	3321.85	42038.5	390670	50400.5	200.9	3559.39	2.36057e+06	50	41623.2	74938	559871	14298.7	1.21654e+06	379460	61610.7	182936	59878.5	220811	594274	231641	293360	359132	164937	75	42422.3	13186.5	1.09996e+06	1.67422e+06	1.47757e+06	783999	94417.8	63592.2	15834.1	303352	7321.51	251373	75	10838.2	6.20488e+06	2.24396e+06	28772.8	3.69233e+06	8230.05	51850.7	75	3.31889e+06	50	376449	458512	34831.5	54127.5	106805	39813.1	342240	4486.1	541054	28944	819793	664172	50	50	50	62.5	4722	296806	395691	100	1.8727e+06	21418.4	50	249322	10674.1	224669	50	653.6	50	324362	207766	44314.7	100	460589	150	78548	19344.4	100	291104	252736	50	50	50	291204	105227	54189.2	1.15813e+06	50	16576.8	50	75	9.97734e+06	100	67602.6	100	433490	
Random436	2477.91	729909	50	41105.5	50	259796	50	50	98568.7	950416	856100	61758.6	24185	377833	30912.5	1798.03	76997.7	36995.1	100	372.5	174.167	79074.1	1208.97	2049.13	2328.55	11360.8	135288	89131	2998.1	11035.5	90005	50	51153.5	4735.37	38618	11443.4	49618.3	38699.7	2881.64	7200.54	184006	293993	87423	5905.03	1032.03	23452.3	50471.4	75	143971	29252.6	269016	241569	216907	42674.9	2200	22209	11099.3	25937	5455.92	480339	15255.8	26950.1	100	1147.33	440109	30561.7	2119.41	26208.9	75	202185	123658	1319.26	199343	31305.8	89830	232.752	57949.3	397408	1888.09	88605.9	15143.4	41467.6	723.667	99765.6	190997	43617.6	65562.2	86582	950466	40681	85098.4	43615	123350	50	10179.5	70061.7	61354	50	11842.4	50	125439	45938.7	14282.3	100	154721	150	432358	7368.85	100	18643.5	4250.77	50	50	50	18743.5	5209.1	504221	63892.5	50	53207	50	75	431221	168318	100971	100	527834	
Random437	4007.45	12866.4	504487	19789.6	50	5681	50	50	14074.4	695	8.22534e+06	69478	17616.6	76941	240080	9392.26	77845.5	34923.9	100	23585	7911.67	27087.9	46725.6	2130.19	70	4991.89	153020	26494.8	471707	32799.1	28247.8	50	51399.8	7102.87	10981.3	6213.2	249213	19043.4	111019	99558.4	12482.3	16569.5	150	551916	100	86592.8	12606.2	1750	14502.9	240036	183639	504587	29481.9	29890	66940.1	16561.9	20871.5	59761.9	9342.74	86719.9	193331	1.99076e+06	62033.3	55492.2	44850	252230	25519.8	4223.38	75	442594	50	12264.1	60677	477450	456880	87320.9	112662	50244	54341.7	18441	108652	98056.3	49957.6	50	50	76348.4	62.5	1877	745	75	24822.6	158283	812984	31696.6	41849.2	17639.8	64077	50	200	50	21236.9	22860.3	6941.04	100	10064.4	2.21486e+06	100	6489.9	100	55470.5	102224	50	65293	122235	120597	27256.9	8945.73	447471	50	150	50	8157.75	100	5.24392e+06	295158	185208	709	
Random438	2754.38	25109.9	1.56039e+06	75	50	113387	50	50	173618	1531.51	59478.7	96004	13881.6	932227	2.90993e+06	43080.3	60895.7	29952.5	100	12010.8	9431.38	193879	57796.5	2291.36	14507.8	46970.7	678231	1.05338e+06	3630.53	636004	1.47783e+06	50	34512.8	11970.8	65275.2	5326	783353	94210.2	688529	775057	37462	50535.3	115194	132481	126366	15472.9	44255	797957	298576	139212	669313	3.49235e+06	309559	27497.4	150	815915	2.88086e+06	53457.5	6461.29	1.3327e+06	24321.1	13940	124410	66301.6	205500	137366	188065	23334.2	75	143397	55817.6	117325	734033	17975.1	424418	9546.67	101690	743683	3565.45	203353	103084	41953.2	27280	50	50	50	62.5	7285	67074.5	52244.7	8985.87	50	4.88443e+06	50	85932.1	13810.1	41206.9	50	1524.94	50	664793	246163	35511	236903	660878	5287.94	25897.3	2688	100	150	1.73297e+06	50	50	50	679073	100280	99103.5	308661	50	6.92809e+06	50	75	58056.8	100	170230	100	100	
Random439	436339	97989	306178	59301.7	50	14702	50	50	161726	23045.5	2.52805e+06	13313.6	14889.9	45365.2	550.3	141110	76803.3	40503.8	100	984.5	378.167	367597	18740.2	5300.54	70	6572.95	136933	4.02626e+06	219280	225079	3.73695e+06	50	40326.7	304337	31272.9	8995	2.34352e+06	107795	65911.4	220768	189161	1591.88	133072	139269	36780.2	20871.3	10894.5	75	8662.4	100477	66066.3	1.09758e+06	49554.8	7669.42	150	38353.5	18568.3	21049	31906.3	56862.3	18646.8	62751.9	53603.2	6893.34	35909.8	249692	37401.9	29197	75	79569.8	967.942	53006	553941	23112.1	638495	11026.2	149763	100871	17607.3	100666	105643	16240.4	8.37811e+06	50	50	353693	62.5	4884	120268	220648	85221.3	2.52765e+06	1901.2	50	16695.5	28865.2	216878	50	420695	50	36785.3	28825.5	10462.2	100	587473	91974.6	100	4522.5	100	563800	113740	50	1.15794e+06	50	784498	198320	302733	347323	50	93808.5	50	75	56431.2	100	379285	100	320238	
Random440	5138.24	63292	85625	7593.4	50	73610	50	50	75036.2	85220	183179	108996	9747.69	160411	1926.1	26107	42601.1	20618.2	100	92.75	80.9167	77929.5	51527.3	2210.04	70	65868.6	159021	22303.2	70276.4	586266	128471	50	14712	44166.6	9063.65	171312	687847	59215.1	41880.5	689503	8403.12	231618	150	381473	100	62230.6	9049.94	86306.3	40412.9	19474.1	78095.2	409635	72260	3039.33	160772	198942	59833.4	22058.5	11049.4	137037	223443	191953	528685	17710	291207	1.48911e+06	176738	9624.18	75	56244.6	50	77784.4	80272.2	7402.79	56029.2	150	85497.3	110987	94588.8	5794.77	31682.1	16501.8	57449.4	50	50	50	171875	24520	85270	48092	226838	50	7404.4	50	70184	9922.21	29196.5	50	212847	50	195664	208914	161426	100	54507.9	150	21587.3	185360	100	255890	57602.7	50	50	723670	623934	61836	6161.08	102604	50	162314	50	135685	133140	100	209459	100	100	
Random441	93104.9	71312.1	2.22142e+06	10363.7	50	153425	50	50	52142.8	24648.8	222139	14372.9	82089.3	158069	2854.5	5280.07	362803	191474	100	3.49604e+06	2.57994e+06	122208	1173.6	12184.8	70	138008	1.17408e+06	120920	903.375	10283.2	125192	50	5461.91	30158.6	163339	22808	104494	123211	83449.6	11720.6	50191.8	236.939	44465.7	27786.7	620971	73272.7	17660.5	1.73833e+06	127048	35178.8	320891	2.22152e+06	130625	691.064	159894	293159	100	121668	14490.3	246868	75	82428.4	853879	44977	447235	593278	33021.4	32347.7	75	145538	50	5671.79	102512	280622	103548	2142.31	203975	1.63834e+06	11782.1	191774	32062.9	41259.5	265240	191334	50	50	62.5	51125	51616.2	75	8223.8	50	11118	50	312560	83807.3	106707	50	2421.75	50	20994.5	410036	237294	100	100	1191.75	100	11429	100	17859.9	131078	50	50	50	42851.1	14809.7	80054.7	92719.5	50	133466	50	75	24253.1	100	318481	100	100	
Random442	909929	50445.9	50	286844	50	89408.4	50	50	69022	147256	804724	114970	159187	389017	127199	22060.1	371351	161581	100	67257.2	110690	1.3498e+06	272.509	13521.8	83747.5	54888.8	2.43886e+06	236388	387663	600.861	242627	50	634856	19663.8	45515.7	40945.3	653378	718878	147992	339693	149755	70974.2	157164	150	209104	189226	88265.1	75	259455	194408	315624	258589	412765	90772.4	150	109709	144233	232195	137390	490142	2.70981e+06	84259.5	100	74738.1	432975	1.65839e+06	71300	1.10938e+06	50454.2	198538	50	49739.7	794265	1.19183e+06	311905	150	189241	1.52044e+06	37317.3	988215	56495.1	40439	351092	150938	50	50	62.5	2395	147306	75	27837.8	50	100	131641	12857.9	84163.3	111248	50	905461	50	435470	207188	121995	729718	41372.1	150	72293.8	46323.1	100	155093	34602.6	50	50	50	839895	65961.6	319910	107091	50	468029	50	1.63473e+06	30857.9	100	306061	100	100	
Random443	125054	5459.51	50	25899.9	49688.5	2.3179e+06	50	50	36871.5	56707	146393	193070	11609.8	163638	4942.5	9836.22	9018.39	4746.1	100	7202.16	2802.6	1.35581e+06	1045.52	478.701	70	29504	166579	494043	48534.4	2919.89	607010	50	13255.2	31147.8	3464.01	596.667	223748	19892.1	138889	128759	5350.17	2167.32	102891	47871.1	42671.1	16633	54369.2	2332.75	28884.9	14720.3	135021	2.84285e+06	81408.3	1164.64	150	65369.2	2670.17	218368	239070	192574	49997.2	12503.1	100	1137.25	103883	88574.3	6802.79	10251.1	75	161081	4733.97	203815	349031	13451.9	370651	150	151599	3.10969e+06	186061	6331.56	56167.4	103160	1.01463e+06	50	50	50	920.329	772618	56757	17346.9	49260	50	19470	50	71854	76247.2	19925.1	50	52642.7	50	2.58378e+06	137213	39661	100	100	50555.7	100	323.333	100	80554.8	63155.4	50	50	50	130778	28335.3	4868.11	114893	50	73129.8	50	18603.7	50435.4	100	395929	3.27071e+06	7571	
Random444	137033	21359	50	399645	50	2.03384e+06	50	50	68507	75	138806	34302.8	88185.6	50	45438.3	16935.1	366402	156689	100	112962	50238.1	183664	6350.75	12680.3	70	42763.1	1.59761e+06	519824	4.06043e+06	49026.6	455114	50	53995.2	61946.6	126147	102427	321771	525886	60896.1	71087.4	47252.9	1647.64	67860.2	66886.2	181785	113583	78754.9	113599	54837.5	1.44207e+06	687682	145853	278194	8282.66	60114.3	97756.7	5773.71	118450	170723	354730	75	199742	63104.4	8133.91	39267	191713	9415.67	716398	75	471209	50	126100	301381	798828	1.26855e+06	186729	44575.3	370285	45793.9	587491	144446	75180.8	402744	50	50	50	62.5	677929	25952.2	75	9225.3	50	181453	50	57172	84177.3	152959	50	4.3479e+06	50	84866.9	152441	473841	100	96486.1	4.34721e+06	144542	65187	100	147697	35445.4	50	50	50	175558	35106	83160.5	347996	50	37842.3	50	75	284012	100	68536	100	100	
Random445	19510.8	4313.51	50	75	50	67325	50	50	44791.9	459768	356568	30819.4	24062.7	234043	179.6	11326.8	97483.5	50691.4	100	900681	376370	30394.1	95.3889	2574.96	70	407051	132046	611574	10956.8	69.5	571303	50	10404.8	38894.2	6533.56	2315.33	109144	37627.7	174619	34065	404099	12710.7	831123	837482	859741	1.09792e+06	228000	291	63265.7	99076.4	469551	25327	109200	977.879	67054.4	58559.6	37037.1	253129	18139.1	403044	21774.8	1.37987e+06	100	5141	24680.4	358331	43412.7	27474.8	96365.6	13346.6	50492.8	10976.5	172777	153394	568870	69345.4	5594.87	409905	32410.6	14805.2	1.75382e+06	7600.58	752543	50	50	50	62.5	22425	489446	75	100	50	418.4	50	43510.2	414190	1.31127e+06	50	28590.5	50	23310.5	915504	523176	100	100	15236.5	100	1182.67	100	63397.5	14167.2	237062	50	50	63497.5	14785.2	387655	2.40795e+06	50	102516	50	37789.7	68174	100	14690.2	290409	71012	
Random446	12440.6	7609.08	50	22331.1	50	549494	50	50	94072	157952	148254	261698	23904.9	652234	1.71545e+06	11061.9	91046.8	44364.6	100	2994.25	1048.08	13442.1	133.167	2408.48	70	1760.37	385980	514390	262667	182.833	503169	50	52637.9	11381.6	10416	15369.3	149976	74502.7	68291.4	1.01122e+06	211807	135516	253871	38466.5	41879.5	49058.3	5605.11	6847.71	201497	142123	522095	1.27423e+06	45807.2	29284	150	93072.5	56917	32764.1	12497.5	855486	75	129815	52261.7	53379.6	82698	150605	35442.2	40945.5	75	283059	266059	1.49055e+06	1.76628e+06	215837	506779	3329.21	147556	10188.2	149579	21081.1	20101.6	71830	22024.9	50	14968.2	50	62.5	183148	158002	15977.5	33253.3	17460.1	2.79607e+06	50	5385.37	40524.7	61373.8	50	871108	50	1782.29	7005.16	29442.8	100	1.39858e+06	150	524765	7709.67	100	78903.3	18720.8	50	50	50	967062	14455.5	573944	288825	50	263574	50	7864.71	47511.4	100	384148	100	160704	
Random447	11557.6	10803.1	50	2.02964e+06	50	370022	50	50	32038.7	62267.5	535626	191547	7310.49	125667	101115	29362.5	29880.6	13514.9	100	13989.5	4713.17	23840.6	20966.6	1905.43	7892.87	740.708	114740	2.37871e+06	11930.4	224467	830185	50	322242	83764.6	10316.2	192783	808504	41188.5	22998.9	225055	705077	100277	150	917601	100	169685	20814.5	3976.25	36091.6	74376.8	300117	51500.1	132713	95565.3	651476	251736	133330	63204.3	3873.42	176333	75	123953	13794.7	2.80087e+06	17731.5	50163.3	67842.9	10023.3	75	581673	62383.8	63259.7	259351	11067.2	125533	150	34298.9	5.3351e+06	23804.4	9337.57	49776.7	180996	1.58636e+06	50	50	50	62.5	73429	62317.5	7946.71	36553.8	511153	125418	50	171037	171974	35854.4	50	200	50	9097.35	2628.5	2353	100	37723.6	47521.6	100	161829	100	222835	40675.7	1.408e+06	50	50	344547	85915.8	2.691e+06	475844	50	150	50	14493.5	278815	100	98230.8	5.33277e+06	3671	
Random448	145021	60184.5	73267.8	7009.25	50	1.24966e+06	50	50	45153.1	251316	44248.6	215568	18248.9	296657	3365.4	83479.3	77927.8	40716.5	100	37134.2	12428.1	162677	1768.9	9086.51	2279.55	10595.5	183818	455426	177439	5090.03	373334	50	37151.8	113884	31574.3	48284	2.39346e+06	105403	80810.9	110225	39223	54676.4	248129	343265	246191	705037	33129.3	33299.2	71988.1	41406.2	247985	82420.2	404098	3670.95	164009	365946	100	24971.2	163353	381143	4524	27424.6	4080	36052	641868	15571	65238.9	15813.4	75	259018	50	35437.5	197894	47842.2	575831	20510.8	214204	173921	292671	46059.1	114282	94320.9	873580	50	50	50	25805	416535	251366	5131.35	35255.1	50	13161.6	185126	150	244966	118501	50	183140	50	740.45	27579.1	464749	100	4626.2	201943	100	62442.1	100	547423	148529	4.34606e+06	50	50	1.16181e+06	247801	26394.5	28251.5	50	202138	50	114870	100	231319	537401	100	100	
Random449	6142.06	7521.14	50	75	50	483001	50	50	107622	131385	650942	27649	36746.6	50	21407.6	14474.1	162137	85196.4	325920	286	145.333	21199.7	421.824	6757.74	3444.51	8154.6	377653	331458	180002	1048.81	330011	107873	48395.9	185849	10180.2	81117	137956	88505.2	170952	44680.2	352372	13324.2	73834	105867	73544	103066	22276.9	159731	59351.9	261797	526914	34819.5	197221	5020.02	54816.6	52680.4	1083.6	104554	2139.04	216639	2244.57	122319	100	9860.19	37585.5	61992.3	85200.1	93797.8	75	266813	43481.6	129767	1.94159e+06	129078	331169	6215.66	640279	1.43332e+06	2763.77	48168.7	207669	63142.1	3465	50	50	50	62.5	153590	230047	51379.2	100	369973	85330.4	50	56842.6	36771	822014	50	179119	50	16332.5	41537.2	17919	420788	13334.9	149414	100	40583.5	100	57949.8	15397.6	50	50	50	58049.8	17309	407505	176809	57851.2	1014.6	50	16354.5	294212	100	3.47163e+06	271985	277	
Random450	50	83750.3	50	470993	50	37474.6	50	50	116231	46476.7	570828	36048	20232.7	621242	65438.1	34040.8	88805.8	42886	100	52783.5	65531.5	51947	335.028	15372.8	55318.5	1349.29	865569	285234	52430.4	788.417	288953	50	713551	21664.8	1.20292e+06	799990	715153	930510	188365	1.15717e+06	9696.73	62032	150	373372	100	120879	25781.1	701.25	354061	122508	400102	454488	146501	117039	1.43886e+06	2.99551e+06	100	59796.8	9606.83	562606	139469	35594.2	100	127166	25893.9	92356.3	1.99779e+06	75174.5	75	151939	50	50	1.01231e+06	958941	281875	150	218614	290201	4783.68	1.57689e+06	23745.9	32082.3	338841	50	110591	50	62.5	1882	82405.3	24415.5	12156.6	50	100	50	43115.6	20168.9	26031.3	50	48218	50	81832.7	5883.28	2062.47	331881	367496	43093	110001	986111	100	172484	38423.7	50	50	50	1.10143e+06	96112.9	7706.66	94931.8	50	1.55684e+06	50	6714.25	255112	100	989252	154346	6229	
Random451	90684.6	643388	346935	75	50	8207	50	50	56922	52034.2	845802	12449	3524.75	484731	209156	20151.9	15547.8	8021.87	100	14772	4974	141189	110.722	800.522	70	2163.23	399029	303808	120650	115.5	178589	50	38317	109287	98339	288687	630902	65049.9	23585.2	202131	77175.1	941404	348047	275733	261215	57334.5	77471.3	1917.1	676536	296312	504858	347035	487381	13818.3	334004	97788.5	373654	67637.6	32063.8	619969	18139.3	55336.5	7097.35	41178.7	390291	68573.7	392932	36944.5	75	714281	1.4707e+06	30584.1	723799	49229.3	201325	21840.5	189888	1.19865e+06	17082.2	206996	84601.9	254302	1055.25	50	50	50	211843	2719	76951.8	17996.5	4907.08	50	836325	50	677395	153419	241604	50	482450	50	37956.6	3492.98	9336.43	100	100	150	100	292761	100	186169	49511.1	1.29091e+06	50	50	189881	60118	52476	272657	50	568195	50	75	122514	100	692207	100	1.26191e+06	
Random452	555237	7888.92	22324.5	327509	64743	16478	50	50	31328.4	75	515309	132870	8205.16	222150	363.6	43780.6	35998.1	18484.4	100	506957	220625	553473	566.991	1426.77	70	6302.06	302633	489176	12915	1484.31	504560	50	67829.4	49840	5479.62	1.94028e+06	518274	44633.5	634261	55303.6	12113.6	7816.57	83820.4	68030.4	66613.4	14627.9	245474	820084	52301.3	12757.4	207916	67588.5	129230	11349.3	22586	17664	1724	15979	629362	323406	77754.5	567632	100	21203.3	209950	541333	167986	11829.3	30527.9	224339	1671.83	50	61250	13111.9	871592	5036.86	88428.5	791030	179682	5333.55	37332	93042.7	18537.5	23266.8	50	50	1688.64	5476	11143.5	4733.56	2826.11	50	1154.4	50	161710	8211.66	14296	50	51510	50	4396.38	9972.09	27690.3	100	18335.6	150	100	1.17859e+06	100	239737	62838.5	50	50	50	445113	65885.1	41295.5	29123.6	50	150	50	75	100	100	133627	100	100	
Random453	1272.06	12650.6	524994	28738.9	50	62012.5	50	50	32705.6	26032.3	86872	38047	53032.7	50	33386.2	5170.77	246915	124809	100	1.37889e+06	1.04283e+06	57189.2	5148.81	6891.63	70	43289	479709	89526.7	11418.3	15229.8	90840.7	50	38422.9	63086.7	5790.57	26974.4	85486	45763.2	56050.2	229638	84175.8	69969.7	150	545554	100	74724.3	7205.47	315673	95023	56973.9	422692	1.09141e+06	157132	14004.2	85476.3	286573	100	72725.5	2054.64	184245	62559.6	76925.3	25773.3	21608.2	81176.9	46671.7	6286.43	12065.9	212950	192590	43411.3	250362	386450	12352.1	139420	150	47130.9	286043	1870.02	6200.64	39675	36113.3	30878.1	50	50	50	7317.55	8885	43700.7	75	100	50	133245	50	84216.1	102407	167309	50	45523.2	50	191833	219418	32797.3	100	190112	150	100	22766.9	100	7879.86	4054.08	50	50	50	190332	10432.1	60668.2	189067	50	201296	50	75	83496.1	100	85951.5	100	100	
Random454	35046	430869	50	38699.3	50	137752	50	50	90290.8	101056	33759.7	33798	74713.1	133025	164.6	146892	110386	51370.1	100	39375	19889.9	78374.7	1213.22	4207.29	70	21651.6	434394	29026.6	496831	3423	41614.6	50	60615.5	236474	71247.4	105116	3.5596e+06	271663	392823	337024	46632	43514.3	150	150	100	36922.6	5347.2	75	50119.3	210740	110354	360300	3.29095e+06	9268.8	122938	23292.8	52416.4	43101.3	8777.08	167997	426714	286513	1782	10008.7	133031	111273	97194.9	117746	75	91322	65435.8	53794	339277	117778	3.4681e+06	843137	119228	850980	5618.07	230011	56121.8	28804.2	20673.3	50	50	50	3654.8	37508	101106	10187.6	769763	50	358.4	50	93135.8	18467.3	163099	50	289633	50	32900.7	53879.2	1.13121e+06	100	426680	752029	100	99571.2	3.26019e+06	940945	209439	50	50	50	2.45478e+06	440245	32763.3	249341	50	14693.2	50	75	100	2.76922e+06	272063	100	100	
Random455	86760.9	44888	50	90653.1	50	61025	50	50	53604.2	188896	131603	5838.8	107329	240601	116808	150501	465153	200789	100	1.51623e+06	767924	198915	375.019	21249.8	70	16786.7	261156	58808.7	57128.4	908.389	37386.7	50	87170.2	43699.2	73639.5	150406	852405	468231	95561	940307	37110.8	16501	182980	150	100	167118	1599.87	9682.32	24414.8	13277.5	164550	215411	85642.9	18019.4	176155	314113	100	98703.7	12770.6	165409	75	141913	100	16988.3	17576	131204	2.05522e+06	51458.5	75	67390.6	65654.2	50	777812	731135	2.38725e+06	610896	45912.2	331582	6122.33	374944	23357.7	21152.8	85864.1	50	78505	50	62.5	20325	188946	75	108211	50	338697	50	80804.4	160443	148155	50	187068	50	108734	38750.9	499261	100	196928	150	100	293187	100	342290	78265.3	50	50	717179	635637	68448.8	31952.5	181797	50	138157	50	75	100	100	77289.4	100	100	
Random456	3512.03	38966.3	50	3977.65	50	2.45091e+06	50	50	21348	531769	501167	58038.1	1941.19	119701	30180.8	4183.68	8562.09	3981.94	100	9623.75	3257.92	208822	327.333	395.275	2049.5	7566.01	25813.7	424515	29519.1	765.333	647207	50	2830.12	14621	172601	11783.3	44545.9	123831	26626.4	17441.6	43869.2	1550.49	150	37518.1	442977	69244.1	15367.7	2935.25	14400.5	10198.1	58706.5	1.36274e+06	36095.8	518.901	228752	139227	29925.2	24401.3	7693.28	72419.6	75	29745.7	100	3492.01	26368.1	32388.8	55041.4	34762.5	75	77709.4	4159.17	50	28961.9	406678	415063	150	1709	401915	38902.2	357713	21648	48300.8	1521.5	37192.1	50	50	485.696	816952	567836	6241.48	100	50	60007	50	133554	2089.38	18683.1	50	82867	50	281408	28513.6	16732.5	100	1.33547e+06	150	100	5916.67	100	20911.3	4749.5	50	24398	50	47676.6	5692.29	116470	29302.2	50	150	50	4250	202495	100	155455	209514	29412	
Random457	2157.79	37267.1	63075.1	154.75	50	4043	50	50	172671	75	35775.7	5537.88	1.27523e+06	231502	34247.2	110258	1.07023e+06	501289	100	7128.76	5528.6	8955.22	1378.48	46038.2	493.738	149456	348114	787002	74905.6	3918.78	788541	50	43963.2	148428	45650	298177	3.19701e+06	209236	81817	160791	59238.9	50815.6	730958	150	100	121923	1653.9	4193	53066	17002.7	305878	95429.9	378199	3998.96	150	71336.8	18984.5	228154	3687.6	278533	75	380760	192623	31582	25320.1	18395.9	231458	72295.1	75	43775.1	87134.5	50	369474	97120.2	219383	150	919258	1.22725e+06	4184.43	72334	51938.4	18915.1	1.70559e+06	50	50	50	62.5	1331	100527	75	44828.3	50	3358.62	50	135603	298847	300866	50	197915	50	13826	766232	605467	5336.38	7027.26	150	100	244407	100	1.78742e+06	145226	50	50	50	2.2844e+06	1.03435e+06	39769.8	184864	50	128040	50	110431	100	100	4.1677e+06	104603	100	
Random458	94942.1	45813	50	27806.4	50	96341	50	50	15955.2	1.10855e+06	244518	3.71438e+06	15083.4	120291	235.1	131761	60603.6	31030.8	100	29508.2	9886.08	659304	339.62	1831.17	70	5826.24	150165	364573	282724	802.194	329811	50	38364.8	85872.6	100464	330145	850772	2.84026e+06	464538	128724	160497	27037.7	69105.9	72698.9	21015	14464.8	44937.1	13116.4	22030.9	267925	143819	1.17836e+06	61264.8	53396.2	49908.3	64582.7	100	62376.9	201005	144379	75	38320	458521	483131	734739	369465	49115	632064	75	104652	50	10546.1	113248	453582	318196	5444.74	52723.2	74674.5	2.02092e+06	242411	129610	17161.1	223765	137039	50	50	6261.66	32097	1.1086e+06	75	7590.18	50	640.4	50	9644.99	13812	373478	50	200	50	1.11614e+06	26594.3	17992.6	100	100	1.27621e+06	100216	208156	100	423492	103974	50	50	50	4.45878e+06	115383	149919	190924	50	14874.3	50	75	67264.9	100	240285	100	9020.59	
