Run	ABI1	AKT1	APPL1	ARAF	BCAR1	CAMK2A	CAV1	CAV2	CBL	CBLB	CDC42	CREB1	CRK	CSK	DNM1	DUSP1	EGF	EGFR	ELK1	EPN1	EPS15	EPS8	FOS	GAB1	GAB2	GJA1	GRB2	HRAS	JAK2	JUN	KRAS	KRT8	MAP2K1	MAP2K2	MAP2K3	MAP2K5	MAPK1	MAPK14	MAPK3	MAPK8	NCK1	PAK1	PIK3CA	PIK3CB	PIK3CD	PIK3R1	PLCG1	PRKCZ	PTK2B	PTPN11	PTPN6	RAB5A	RAC1	RAF1	RALB	RALBP1	RALGDS	SHC1	SOS1	SRC	VAV1	VAV2	VAV3	YWHAB	PDPK1	RHOA	MAP2K4	MAP2K6	P53	ERBB2	LIMK1	MAP2K7	MAP3K1	MAP3K4	NRAS	PIK3CG	PLD1	PLD2	RPS6KA3	MAP3K11	ERBB3	ERBB4	BRAF	CASP9	FOXO1A	GRB10	BAD	SMAD2	SH3KBP1	SPRY2	ARHGEF7	TNK2	SH3GL2	ERRFI1	PIK3R2	PLCG2	RASA1	RGS16	STAT1	STAT5B	USP6NL	MAPK7	PRKCG	SOS2	RIN1	STAT5A	KSR1	MAP3K2	MYC	PTPN5	PTPRR	RPS6KA1	SMAD3	SP1	DUSP4	DUSP6	WASL	PIK3R3	PXN	RALA	STAT3	PRKCE	GRB7	ARHGAP3	PRKCA	PRKCB1	PRKCI
Random304	3.78387e+07	2.04301e+09	0	574185	9.09495e-13	0	0	0	6.14022e+08	0	0	0	5.08883e+07	0	5.64933e+07	1.59104e+08	0	1.34876e+08	0	0	1.62884e+09	2.64733e+09	7.14595e+07	1.09909e+07	600	3.21016e+08	8.66454e+08	0	1.93691e+08	1.61307e+08	0	0	4.4857e+07	1.86385e+08	3.42206e+08	0	6.9138e+09	2.10784e+09	7.1484e+09	3.8738e+09	1.15839e+10	8.20276e+07	0	0	0	1.8341e+08	1.334e+09	211370	6.13957e+08	2.48208e+08	2.32244e+07	0	1.25829e+10	1.28807e+06	0	0	1.77023e+09	3.20084e+08	6.84528e+08	4.64607e+08	6.97969e+06	2.36249e+08	0	0	3.37288e+09	0	1.22951e+09	7.02545e+08	625	3.72284e+08	0	0	0	0	0	8.507e+07	9.90057e+08	0	5.89908e+09	1.44319e+09	1.66333e+08	3.18329e+09	2.28811e+08	0	0	0	3.96036e+06	-2.38419e-07	-3.05176e-05	625	5.5388e+08	0	0	0	2.57718e+09	0	1.3342e+08	0	0	0	1.9769e+08	0	0	0	3.80661e+08	0	0	1.9558e+07	0	3.9093e+09	3.88206e+08	0	0	0	1.45184e+10	5.3269e+08	0	3.69933e+08	0	0	0	69300.6	0	0	0	0	0	
Random305	4.0794e+08	4.03526e+07	0	2.59479e+07	0	0	0	0	2.71225e+09	625	0	0	2.96949e+08	0	3.09267e+06	5.5517e+10	0	3.25146e+09	0	0	8.69494e+08	7.04755e+10	2.55564e+08	1.44841e+09	600	8.56819e+07	1.68776e+10	0	3.09922e+08	5.76007e+08	0	0	4.18405e+09	1.89546e+10	1.05348e+09	0	1.27747e+11	1.86429e+10	1.87309e+10	1.99062e+10	6.21254e+09	4.322e+08	0	0	0	8.46577e+07	6.79597e+08	75076	1.07106e+09	5.0209e+08	3.43388e+08	0	3.06138e+09	1.38773e+08	0	0	1.13339e+08	2.04907e+10	7.87519e+08	6.7947e+09	6.61089e+07	6.66926e+09	0	0	4.33582e+09	0	1.37644e+09	2.19449e+09	625	4.41489e+08	0	7.19172e+07	0	0	0	9.80402e+06	2.50569e+06	0	4.70791e+09	2.44087e+09	1.60649e+08	2.08771e+09	2.15296e+09	0	0	0	468.75	5.82077e-11	625	625	2.9147e+08	0	0	0	2.0071e+09	7.29364e+08	6.18884e+10	0	0	0	4.75425e+09	0	0	0	2500	0	0	2.74773e+09	0	3.99209e+11	3.97746e+10	0	0	0	3.99209e+11	2.99407e+11	0	1.06312e+08	0	0	0	8.96404e+06	0	0	0	0	0	
Random306	1.02364e+07	2.31417e+10	0	625	0	0	0	0	1.45364e+10	0	0	0	2.5059e+09	0	4.09669e+09	4.52793e+08	0	3.20007e+10	0	0	3.64378e+09	1.04697e+08	2.7839e+08	4.08833e+09	1.84503e+10	2.24138e+08	1.07563e+12	0	2.19353e+10	9.10153e+08	0	0	4.18992e+07	4.5896e+08	2.94986e+08	0	2.19049e+09	8.94674e+09	2.68049e+09	5.93634e+09	4.03818e+09	1.76975e+09	0	0	0	1.81157e+10	7.66528e+09	6.11326e+06	3.69592e+10	9.82056e+11	1.11884e+08	0	2.74442e+11	7.82721e+06	0	0	0	7.65209e+10	5.57613e+08	2.6799e+10	8.29215e+09	2.32726e+10	0	0	1.43699e+09	0	1.46771e+10	5.79031e+09	625	6.18206e+11	0	2.30896e+09	0	0	0	2.1865e+09	7.41688e+06	0	1.41921e+09	5.52421e+08	1.59833e+11	1.22308e+11	2.74029e+08	0	0	0	4.63149e+07	0	0	6.45272e+09	6.85749e+09	0	0	0	1.37308e+10	3.50927e+09	6.03435e+10	0	0	0	2.1308e+07	0	0	0	2500	0	0	1.89273e+10	0	1.01174e+09	1.01391e+08	0	0	0	5.43108e+10	1.82389e+08	0	2.0549e+10	0	0	0	1.52288e+08	0	0	0	0	0	
Random307	1.35326e+08	6.83449e+09	0	8.09653e+08	0	0	0	0	3.90654e+10	625	0	0	2.20595e+11	0	3.62948e+11	7.81659e+07	0	2.52476e+10	0	0	1.70088e+08	8.04946e+07	42035.7	3.36704e+10	600	5140.71	3.75497e+11	0	6.84732e+09	107107	0	0	5.19104e+09	6.48175e+08	9.03873e+08	0	1.18815e+09	1.38748e+09	1.25039e+09	2.10942e+09	1.53373e+09	1.92341e+08	0	0	0	1.63728e+10	2.02457e+09	212060	1.67673e+10	3.79451e+09	-0.00012207	0	1.46567e+10	2.81207e+09	0	0	0	4.44921e+11	3.20017e+08	1.56173e+11	1.31831e+12	8.24176e+11	0	0	4.33315e+09	0	1.59877e+09	8.69258e+08	625	5.75803e+09	0	0	0	0	0	0	1.29472e+09	0	1.04298e+09	4.10172e+09	1.91782e+09	5.14937e+10	3.03718e+08	0	0	0	468.75	-0.0625	625	625	1.52297e+12	0	0	0	2.66528e+10	5.40205e+10	2.37112e+11	0	0	0	9.01908e+06	0	0	0	4.78755e+08	0	0	7.17704e+06	0	4.36185e+08	5.71739e+07	0	0	0	6.98821e+09	1.07629e+08	0	4.12614e+09	0	0	0	8.58988e+08	0	0	0	0	0	
Random308	2.18461e+06	5.5817e+08	0	9.42511e+07	0	0	0	0	1.06086e+08	0	0	0	7.04864e+06	0	9.54069e+06	3.29888e+09	0	3.11912e+07	0	0	4.90571e+08	413900	2.07293e+08	2.09781e+06	600	337614	5.19084e+09	0	3.36525e+09	261096	0	0	4.47565e+08	2.56379e+09	3.04453e+08	0	1.0012e+10	2.10947e+09	1.92012e+09	5.6276e+09	1.64587e+08	1.61253e+09	0	0	0	2.42314e+07	2.2318e+07	625	1.30882e+08	1.27539e+10	1.79901e+08	0	4.31028e+09	7.01374e+08	0	0	1.16739e+06	9.62131e+07	9.34407e+06	6.08967e+08	1.18137e+09	7.62956e+08	0	0	2.06e+08	0	1.02901e+10	3.58975e+08	625	2.93594e+08	0	7.70391e+09	0	0	0	1.70387e+07	1.51633e+08	0	3.92972e+07	5.21095e+08	1.52618e+08	4.33559e+08	9.42511e+07	0	0	0	468.75	0	0	180077	1.09402e+09	0	0	0	2.11527e+09	7.0756e+06	6.85953e+07	0	0	0	958170	0	0	0	5.3608e+07	0	0	1.62283e+09	0	4.08315e+10	4.10574e+09	0	0	0	4.08315e+10	1.1746e+10	0	883783	0	0	0	4.60873e+07	0	0	0	0	0	
Random309	1.07794e+09	1.18464e+11	0	4.15331e+07	0	0	0	0	2.88757e+11	625	0	0	5.3474e+10	0	1.83853e+09	8.06293e+09	0	1.84871e+10	-2.38419e-07	0	2.46017e+08	3.23881e+09	1.19904e+07	3.76952e+09	600	3.69958e+08	1.45879e+11	0	7.71204e+06	2.71924e+07	0	0	1.50926e+08	5.20307e+10	5.38346e+08	0	8.99854e+10	1.21017e+10	1.17799e+10	2.98577e+09	5.4382e+08	1.73187e+11	0	0	0	1.58272e+09	1.37556e+07	1.10806e+10	4.6574e+09	7.03663e+08	8.5549e+09	0	4.93556e+10	4.8291e+09	0	0	1.27118e+08	5.54194e+10	1.09992e+08	1.42705e+10	625	1.79382e+10	0	0	1.46657e+10	0	4.51986e+10	1.01106e+09	625	1.53871e+09	0	0	0	0	0	37100.6	0	0	1.19489e+08	5.27798e+10	7.09719e+08	8.14437e+08	1.14116e+06	0	0	0	1.33783e+10	0	0	0	4.65254e+09	0	0	0	5.36946e+09	1.56681e+10	4.70137e+10	0	0	0	1.20606e+09	0	0	0	892759	0	0	9.01928e+11	0	2.02019e+09	2.00494e+08	0	0	0	9.53694e+09	1.40505e+10	0	1.01829e+06	0	0	0	625	0	0	0	0	0	
Random310	9.68827e+12	7.2296e+09	0	625	0	0	0	0	2.32538e+09	1.90735e-06	0	0	3.75472e+07	0	1.66717e+07	4.3853e+10	0	1.65061e+08	0	0	4.24381e+08	1.66729e+13	433796	7.20293e+06	1.72265e+10	4.2155e+09	4.82575e+10	0	5.44569e+08	1.01666e+06	0	0	5939.76	1.12377e+11	2.44584e+09	0	2.07647e+11	9.51157e+10	1.93838e+11	1.89793e+11	1.44233e+09	1.55093e+08	0	0	0	5.23207e+10	2.79316e+10	625	5.25332e+09	1.15123e+10	8.66052e+09	0	1.27692e+10	1.02755e+10	0	0	2.03939e+07	1.04205e+09	4.65253e+11	1.90609e+10	625	4.85866e+07	0	0	4.1169e+10	0	2.85688e+11	2.40149e+09	625	7.23711e+08	0	2.85657e+11	0	0	0	0	1.10556e+10	0	9.0613e+10	1.44209e+09	3.68858e+09	4.26126e+09	2.03424e+08	0	0	0	468.75	-7.62939e-06	0	1.72579e+08	2500	0	0	0	1.77969e+11	2.49865e+07	2.0267e+10	0	0	0	6.26717e+08	0	0	0	1.54116e+09	0	0	1.18011e+09	0	2500	1.0953e+09	0	0	0	1.30077e+12	3.55329e+10	0	1.05581e+11	0	0	0	625	0	0	0	0	0	
Random311	1.98e+07	2.48725e+10	0	3.32479e+06	0	0	0	0	9.89405e+08	625	0	0	3.46112e+09	0	3.66481e+08	7.03654e+08	0	7.65725e+08	0	0	57538.7	2.43936e+08	2.84303e+06	9.2261e+07	3.69031e+09	6.93925e+09	4.00249e+10	0	2.92884e+10	6.50102e+06	0	0	1.12933e+08	5.25857e+08	4.04328e+09	0	2.04602e+10	4.17364e+10	2.19868e+10	3.96642e+11	2.17914e+08	3.69086e+06	0	0	0	3.71018e+09	1.52835e+09	323477	2.12555e+09	4.33942e+10	8.11041e+09	0	1.26107e+10	2.89747e+07	0	0	1.65668e+08	2.86488e+09	2.25597e+07	3.77003e+09	625	2.82597e+09	0	0	4.76027e+09	0	1.07145e+08	2.92636e+09	625	7.65074e+09	0	5.65112e+10	0	0	0	5.5913e+08	2268.75	0	2.88841e+07	9.24985e+08	2.78767e+09	4.88554e+09	8.2834e+07	0	0	0	468.75	0	0	625	5.76117e+06	0	0	0	1.70429e+09	2.51364e+08	9.24397e+09	0	0	0	6.26939e+06	0	0	0	1.31519e+08	0	0	1.70144e+07	0	1.07086e+10	1.15689e+09	0	0	0	5.0361e+11	1.62134e+09	0	1.58193e+08	0	0	0	2.45001e+06	0	0	0	0	0	
Random312	1.21779e+10	3.16376e+08	0	2.28962e+08	0	0	0	0	3.75401e+09	625	0	0	5.40112e+09	0	5.60345e+07	1.25556e+10	0	1.51203e+10	0	0	4.69541e+11	4.11252e+10	4.82823e+06	2.07144e+09	4.50956e+09	2.58226e+07	4.18816e+11	0	5.94218e+09	1.09994e+07	0	0	1.1573e+09	3.64937e+09	4.71672e+09	0	2.24865e+10	1.05802e+10	3.84808e+09	2.19873e+10	2.19703e+09	3.36998e+09	0	0	0	2.66163e+10	3.44538e+09	3.89574e+09	1.31052e+10	3.90725e+11	7.66142e+07	0	2.18856e+10	6.36522e+08	0	0	7.09225e+07	2.26646e+10	1.00743e+09	1.90828e+10	2.40301e+06	4.33112e+09	0	0	3.22192e+10	0	5.24194e+10	4.41712e+09	9.54545e+07	2.39663e+11	0	2.52035e+07	0	0	0	8.13293e+08	2.12364e+09	0	2.89196e+08	2.06713e+09	6.14505e+10	5.07428e+10	4.53902e+08	0	0	0	468.75	4.57764e-05	625	625	2.48798e+08	0	0	0	4.61817e+09	5.16345e+09	2.8193e+10	0	0	0	2.34983e+09	0	0	0	3.86644e+08	0	0	2.05202e+08	0	7.97245e+10	1.12036e+10	0	0	0	7.97245e+10	5.02877e+10	0	8.73413e+09	0	0	0	1.84458e+08	0	0	0	0	0	
Random313	2.73291e+09	1.03329e+08	0	1.57621e+07	0	0	0	0	2.43025e+09	625	0	0	9.60176e+06	0	1.27964e+08	3.64965e+10	0	1.8424e+08	0	0	3.25112e+09	4.83884e+09	843463	1.15082e+09	2.62862e+08	3.14579e+08	5.11268e+10	0	1.04713e+09	1.95448e+06	0	0	2.38564e+09	1.0346e+10	2.37395e+08	0	7.049e+10	1.0048e+10	1.05913e+10	1.78421e+10	5.85488e+08	2.19492e+08	0	0	0	2.39706e+10	2.07957e+10	625	3.48804e+09	2.60812e+10	3.14882e+10	0	9.92927e+08	9.77813e+07	0	0	0	3.25784e+10	8.0944e+08	5.44867e+09	625	4.32166e+10	0	0	2.18005e+10	0	4.92968e+10	2.22117e+08	625	3.00852e+10	0	2.1647e+06	0	0	0	8.50024e+08	4.96122e+08	0	1.63227e+09	4.93137e+07	4.30976e+08	3.43467e+11	4.0662e+07	0	0	0	3.47385e+06	0	625	1.87316e+08	7.89794e+09	0	0	0	2.74044e+10	4.76837e-07	2.40676e+10	0	0	0	3.55609e+07	0	0	0	2500	0	0	1.24126e+10	0	2.20281e+11	2.62771e+10	0	4.76837e-07	0	2.20281e+11	1.65211e+11	0	3.49019e+10	0	0	0	625	0	0	0	0	0	
Random314	3.4083e+09	6.68835e+06	0	2.32156e+09	0	0	0	0	2.00581e+09	625	0	0	4.74518e+09	0	67029.2	2.24912e+08	0	4.44434e+08	0	0	5.9756e+09	6.91047e+10	4.23165e+07	4.73963e+08	600	2.94315e+09	7.12617e+09	0	3.78816e+09	9.56145e+07	0	0	3.2028e+09	1.42693e+08	9.41367e+07	0	5.94032e+09	5.93169e+08	6.28263e+09	1.19222e+09	1.14083e+08	5.88668e+07	0	0	0	7.25928e+10	1.47505e+09	1.09886e+09	4.71923e+09	1.69433e+09	2.71857e+09	0	4.43317e+07	1.44277e+08	0	0	1.43115e+06	6.24955e+09	1.45768e+09	2.61447e+10	1.10826e+09	7.0705e+08	0	0	1.51058e+09	0	8.7204e+07	4.5207e+07	625	1.76376e+09	0	3.43478e+08	0	0	0	0	7859.6	0	3.76128e+09	2.84858e+08	1.19908e+09	1.0416e+10	4.18429e+08	0	-9.09495e-13	0	50819.1	0	0	625	4.68128e+07	0	0	0	7.85862e+09	4.91309e+08	6.30103e+09	0	0	0	5.94716e+09	0	0	0	3.22831e+09	0	0	3.87302e+06	0	2.9083e+09	3.2991e+08	0	0	0	2.9083e+09	5.55799e+08	0	8.47019e+09	0	0	0	625	0	0	0	0	0	
Random315	2.7904e+06	6.30878e+08	0	455625	0	0	0	0	1.85925e+10	625	0	0	1.21531e+09	0	2.17549e+09	3.01779e+10	0	2.73215e+09	0	0	5.12232e+09	4.22504e+06	3.15564e+08	1.4449e+09	600	1.07036e+07	2.80931e+10	0	3.03945e+11	7.11118e+08	0	0	3.10639e+09	1.39249e+10	8.15665e+08	0	7.5866e+10	1.61332e+10	1.43507e+10	7.5866e+10	8.16697e+09	2.94487e+09	0	0	0	7.54976e+09	1.39359e+10	2.4253e+08	7.36348e+08	1.21192e+11	1.52588e-05	0	2.0549e+10	5.51571e+08	0	0	1.29765e+09	2.52767e+10	2.2563e+08	3.57689e+09	625	2.43335e+10	0	0	7.83326e+08	0	1.71022e+11	7.6047e+08	625	3.82557e+10	0	1.7493e+11	0	0	0	1.78125e+10	8.80302e+08	0	1.7176e+07	1.79613e+09	8.06309e+10	1.39944e+11	2.63888e+09	0	0	0	2.13231e+09	-9.31323e-10	625	625	1.05247e+11	0	0	0	9.01976e+11	6.8848e+09	2.81232e+10	0	0	0	1.05219e+08	0	0	0	2.20377e+08	0	0	9.69586e+08	0	2.95794e+11	2.92999e+10	0	0	0	2.95794e+11	1.62558e+11	0	3.15113e+10	0	0	0	1.70303e+06	0	0	0	0	0	
Random316	8.21462e+07	2.17787e+09	0	1.56057e+07	0	0	0	0	1.12414e+10	0	0	0	2.789e+08	0	3.69074e+08	7.08478e+09	0	9.93503e+08	0	0	1.46676e+08	4.74453e+08	1.39057e+08	4.64584e+07	600	5.92387e+11	1.05344e+10	0	8.66429e+07	3.14223e+08	0	0	3.23277e+08	1.65739e+09	2.29087e+08	0	3.75891e+10	1.22741e+09	2.00245e+11	1.33587e+09	5.59928e+07	1.85283e+09	0	0	0	1.01964e+08	1.54878e+08	2.54831e+09	1.48902e+10	1.19669e+09	6.69854e+10	0	5.56121e+09	1.56983e+07	0	0	8.07873e+07	1.15867e+09	1.11108e+08	1.66637e+11	4.07989e+09	3.25668e+08	0	0	2.93396e+11	0	1.17823e+08	8.77784e+07	625	9.68229e+09	0	1.11774e+08	0	0	0	2.72657e+08	2.40281e+08	0	9.71253e+08	4.6702e+08	2.5555e+09	3.99271e+09	4.03937e+07	0	0	0	2.49749e+07	1.52588e-05	0	1.26751e+08	2500	0	0	0	5.3603e+08	2.97386e+08	1.36478e+09	0	0	0	1.4396e+09	0	0	0	2.68459e+08	0	0	3.64511e+08	0	2.50984e+10	2.18095e+10	0	0	0	2.50984e+10	5.55011e+09	0	5.11501e+07	0	0	0	3.40796e+09	0	0	0	0	0	
Random317	1.61388e+08	5.13132e+09	0	3.34776e+07	-1.19209e-07	0	0	0	6.01649e+08	0	0	0	6.68875e+08	0	4.7639e+07	1.07933e+08	0	2.677e+09	-2.38419e-07	0	3.71339e+07	3.34425e+07	2.53566e+06	9.64501e+07	600	3.54051e+08	2.80535e+10	0	1.46365e+09	5.80364e+06	0	0	4.93545e+09	5.36812e+07	2.27943e+07	0	2.63317e+09	1.04072e+08	2.63317e+09	1.08827e+08	3.77601e+10	5.42469e+08	0	0	0	1.38763e+09	5.87301e+08	1.35874e+10	1.06835e+09	6.50133e+09	2.14855e+08	0	3.48608e+10	2.53857e+09	0	0	1.02015e+09	1.02902e+09	2.17841e+08	6.61032e+09	625	3.45882e+09	0	0	2.58816e+10	0	9.20793e+08	4.23295e+08	625	3.91299e+09	0	0	0	0	0	0	2.96386e+09	0	1.62251e+09	5.70842e+07	5.46421e+08	6.01649e+09	3.77595e+09	-1.90735e-06	0	0	1.74912e+08	0	1.90735e-06	625	1.75185e+06	0	0	0	2.22186e+09	6.64192e+08	2.31492e+10	0	0	0	4.62214e+07	0	0	0	2500	0	0	5.70334e+08	0	1.11762e+09	1.5805e+08	0	0	0	1.11762e+09	3.93462e+08	0	1.41138e+09	0	0	0	625	0	0	0	0	0	
Random318	1.80669e+09	9.13997e+08	0	2.07662e+07	0	0	0	0	7.18083e+09	625	0	0	4.51059e+09	0	76397	2.56092e+09	0	1.89116e+10	0	0	1.09118e+12	4.62052e+10	4.5685e+07	7.72698e+08	600	1.0821e+08	1.20485e+11	0	2.71132e+07	1.03209e+08	0	0	2.16231e+08	1.89118e+09	6.44638e+08	0	2.4569e+10	3.04213e+09	2.49844e+10	2.11987e+10	9.5217e+08	3.69496e+07	0	0	0	2.15376e+10	3.45436e+10	1.4117e+08	1.99646e+09	1.40563e+09	8.15531e+09	0	5.32119e+09	9.02336e+08	0	0	2.22863e+10	5.92085e+09	1.85103e+09	2.71869e+10	1.41295e+08	3.52238e+09	0	0	1.39263e+10	0	2.41137e+09	7.06196e+08	625	9.69533e+08	0	2.9921e+09	0	0	0	7.52162e+10	2.64892e+07	0	3.57759e+09	4.08928e+09	9.11614e+08	5.7192e+09	1.11431e+10	0	0	0	468.75	1.19209e-07	625	625	2.27544e+10	0	0	0	7.40374e+10	3.5535e+09	1.55069e+10	0	0	0	4.82622e+09	0	0	0	3.35077e+10	0	0	2.08528e+08	0	2500	3.28404e+10	0	0	0	3.4236e+10	5.3074e+09	0	6.18518e+10	0	0	0	3.46704e+06	0	0	0	0	0	
Random319	1.1012e+07	5.08188e+11	0	4.18837e+09	0	0	0	0	2.27797e+09	625	0	0	2.60293e+09	0	8.31942e+08	1.98021e+09	0	1.60487e+10	0	0	6.92791e+11	3.44092e+08	6.76068e+06	3.56429e+08	600	9.09693e+06	1.74735e+11	0	2.06316e+10	1.53723e+07	0	0	2.11961e+09	2.22973e+07	5.53326e+10	0	8.50336e+09	8.80342e+09	8.50336e+09	3.57195e+09	6.84814e+07	1.82538e+09	0	0	0	3.39655e+07	2.6239e+08	625	3.66672e+09	5.76247e+09	1.98217e+09	0	3.70945e+12	1.79672e+09	0	0	6.63322e+07	5.98364e+09	1.94329e+07	1.66076e+10	21243.1	4.43567e+07	0	0	7.21606e+10	0	5.36026e+10	2.96561e+10	625	1.28846e+09	0	44866.8	0	0	0	1.28934e+09	0	0	2.65999e+07	7.04119e+10	9.4454e+08	1.02777e+10	3.73552e+06	0	0	0	468.75	0	625	625	3.11996e+08	0	0	0	1.54807e+09	1.22795e+09	5.82876e+09	0	0	0	3.46854e+07	0	0	0	2500	0	0	5.25701e+08	0	4.0082e+08	1.34116e+10	0	0	0	1.25692e+10	1.17321e+09	0	6.05596e+08	0	0	0	3.73118e+10	0	0	0	0	0	
Random320	3.7667e+09	2.6334e+08	0	1.08889e+06	0	0	0	0	1.54233e+09	-2.32831e-10	0	0	625	0	6.55404e+07	1.72603e+11	0	3.55964e+09	0	0	3.68947e+09	1.98507e+10	2.98554e+06	3.47349e+08	2.07906e+08	1.18134e+10	1.1669e+10	0	2.42961e+08	6.82425e+06	0	0	3.69966e+09	1.66238e+10	2.58975e+09	0	2.95813e+10	6.59002e+10	3.0439e+11	1.95899e+11	1.2034e+11	1.8448e+10	0	0	0	9.4459e+10	1.42844e+09	1732.95	2.69025e+09	5.53924e+09	7.00346e+08	0	1.4472e+10	1.42018e+08	0	0	0	3.91898e+09	9.9612e+08	5.43054e+09	625	2.03832e+08	0	0	2.3749e+10	0	1.23041e+11	1.01061e+10	625	2.6146e+09	0	0	0	0	0	0	232219	0	7.03489e+09	1.31595e+10	7.46429e+08	1.66334e+10	9.74178e+08	0	0	0	468.75	0	-5.96046e-08	625	2.62059e+06	0	0	0	3.12619e+11	625	8.84547e+10	0	0	0	1.02957e+09	0	0	0	2500	0	0	1.1033e+09	0	3.58854e+11	3.56327e+10	0	0	0	3.58854e+11	6.62776e+08	0	2.25364e+11	0	0	0	1.53978e+06	0	0	0	0	0	
Random321	3.38364e+06	3.20126e+10	0	3.79081e+07	0	0	0	0	8.82428e+09	0	0	0	4.17423e+07	0	4.75371e+06	1.99008e+09	0	6.03488e+08	0	0	5.30902e+08	3.91121e+09	2.83799e+09	3.12398e+08	3.5719e+07	3.61259e+06	2.82445e+10	0	605597	2.36193e+10	0	0	1.78766e+08	8.9046e+08	1.68391e+08	0	4.13217e+10	2.60371e+09	4.29873e+10	1.06362e+10	4.2986e+09	2.34787e+08	0	0	0	3.54863e+10	2.0147e+10	625	1.91496e+10	1.11673e+10	2.21263e+09	0	2.17913e+08	4.93406e+08	0	0	8.14677e+11	4.57646e+10	8.57912e+07	4.35103e+10	1.90736e+09	5.46205e+10	0	0	2.44316e+11	0	9.19959e+08	1.99653e+08	625	4.27219e+10	0	2.33445e+07	0	0	0	1.45935e+09	-1.49012e-08	0	1.22938e+07	3.95703e+09	8.79348e+08	4.01833e+11	3.95738e+10	-9.53674e-07	-3.8147e-06	0	1.02907e+08	0.0078125	-4.76837e-07	4.87547e+08	2500	0	0	0	3.39123e+10	0.00012207	5.17914e+10	0	0	0	8.35237e+08	0	0	0	2500	0	0	3.74225e+07	0	1.78528e+10	1.79448e+09	0	0	0	1.78528e+10	3.53402e+09	0	4.15837e+10	0	0	0	625	0	0	0	0	0	
Random322	5.00242e+08	1.47704e+08	0	8.27204e+07	0	0	0	0	5.86177e+09	625	0	0	625	0	2.16653e+07	9.8364e+08	0	3.66761e+09	0	0	3.59372e+07	7.83065e+09	416149	2.67294e+08	600	1.31994e+08	2.32162e+10	0	2.06627e+09	976115	0	0	9.44658e+07	2.8422e+08	2.34885e+07	0	2.90746e+10	3.94962e+08	2.99957e+10	7.2599e+08	2.57462e+10	1.40632e+08	0	0	0	5.13077e+09	1.22115e+10	625	3.71837e+09	8.52434e+08	4.09537e+09	0	1.18798e+10	2.29019e+08	0	0	264701	2.87696e+09	2.34565e+09	1.04119e+10	3.80793e+11	2.99027e+11	0	0	1.1451e+11	0	4.89263e+09	2.33925e+09	625	1.2152e+09	0	5.53317e+07	0	0	0	2.27245e+07	4.05855e+08	0	4.69803e+10	1.24173e+09	1.91115e+08	1.70603e+09	1.90125e+07	0	0	0	468.75	-1.19209e-07	625	625	4.32913e+11	0	0	0	5000	625	1.1197e+11	0	0	0	3.24765e+09	0	0	0	1.64549e+10	0	0	3.5037e+09	0	6.1907e+09	1.46297e+10	0	0	0	6.1907e+09	4.01497e+09	0	7.93387e+08	0	0	0	625	0	0	0	0	0	
Random323	5.61983e+08	1.13846e+09	0	625	0	0	0	0	8.28615e+09	4.65661e-10	0	0	3.3733e+07	0	3.06364e+08	1.68103e+08	0	1.68412e+08	0	0	1.7128e+07	7.57256e+08	3934.69	1.9389e+08	6.49075e+08	8.67292e+09	3.74758e+10	0	2.92726e+07	12490.8	0	0	7.5077e+07	3.07166e+08	7.34353e+08	0	2.24054e+09	9.00442e+09	1.81142e+09	2.57316e+10	5.67691e+08	1.39216e+09	0	0	0	2.35405e+08	3.21956e+08	625	8.02274e+08	6.98785e+10	4.7395e+10	0	1.63025e+09	3.66092e+06	0	0	3.62845e+09	5.96184e+08	3.12842e+08	3.32898e+10	6.48491e+07	4.19525e+08	0	0	2.454e+09	0	5.36139e+11	3.54078e+09	625	2.43269e+09	0	2.04047e+08	0	0	0	0	1.69118e+08	0	9.70056e+08	8.71789e+08	4.07759e+08	3.79614e+09	597916	0	2.38419e-07	0	468.75	-1.86265e-09	2.38419e-07	7.14291e+08	5.52366e+06	0	0	0	2.23035e+09	3.57742e+07	2.41139e+09	0	0	0	8.70154e+08	0	0	0	2500	0	0	1.23197e+11	0	3.99483e+09	4.02493e+08	0	0	0	3.74709e+10	9.08295e+08	0	6.19894e+07	0	0	0	1.97634e+09	0	0	0	0	0	
