CopyNumber	CumulativeDistributionFunction
   7.7104849e+04   5.9944312e-01
   7.7255005e+04   5.9984089e-01
   7.7405160e+04   6.0003978e-01
   7.7705471e+04   6.0043755e-01
   7.7855627e+04   6.0083532e-01
   7.8005782e+04   6.0123309e-01
   7.8155938e+04   6.0163087e-01
   7.8456249e+04   6.0202864e-01
   7.8606404e+04   6.0242641e-01
   7.8756560e+04   6.0282418e-01
   7.9207026e+04   6.0342084e-01
   7.9657493e+04   6.0381862e-01
   7.9807648e+04   6.0461416e-01
   7.9957804e+04   6.0481305e-01
   8.0258115e+04   6.0501193e-01
   8.0558426e+04   6.0540971e-01
   8.0858737e+04   6.0600636e-01
   8.1008892e+04   6.0640414e-01
   8.1459359e+04   6.0660302e-01
   8.1609514e+04   6.0700080e-01
   8.2059981e+04   6.0739857e-01
   8.2210136e+04   6.0779634e-01
   8.2510447e+04   6.0839300e-01
   8.2810758e+04   6.0879077e-01
   8.2960914e+04   6.0918854e-01
   8.3261225e+04   6.0958632e-01
   8.3411380e+04   6.0978520e-01
   8.3561536e+04   6.0998409e-01
   8.3861847e+04   6.1018298e-01
   8.4162158e+04   6.1117741e-01
   8.4462469e+04   6.1177407e-01
   8.4612624e+04   6.1237072e-01
   8.4762780e+04   6.1276850e-01
   8.4912935e+04   6.1296738e-01
   8.5213246e+04   6.1316627e-01
   8.5513557e+04   6.1356404e-01
   8.5663713e+04   6.1396181e-01
   8.5964024e+04   6.1435959e-01
   8.6114179e+04   6.1455847e-01
   8.6264335e+04   6.1475736e-01
   8.6564646e+04   6.1495625e-01
   8.6714801e+04   6.1515513e-01
   8.6864957e+04   6.1595068e-01
   8.7015112e+04   6.1634845e-01
   8.7165268e+04   6.1714399e-01
   8.7615734e+04   6.1734288e-01
   8.7765890e+04   6.1774065e-01
   8.7916045e+04   6.1793954e-01
   8.8066201e+04   6.1833731e-01
   8.8216356e+04   6.1873508e-01
   8.8366512e+04   6.1913286e-01
   8.8516667e+04   6.1933174e-01
   8.8816978e+04   6.1953063e-01
   8.8967134e+04   6.1972951e-01
   8.9117289e+04   6.2012729e-01
   8.9267445e+04   6.2032617e-01
   8.9567756e+04   6.2052506e-01
   8.9717911e+04   6.2072395e-01
   8.9868067e+04   6.2132060e-01
   9.0018222e+04   6.2171838e-01
   9.0318533e+04   6.2211615e-01
   9.0468689e+04   6.2231504e-01
   9.0618844e+04   6.2271281e-01
   9.0769000e+04   6.2291169e-01
   9.0919155e+04   6.2311058e-01
   9.1219466e+04   6.2330947e-01
   9.1369622e+04   6.2350835e-01
   9.1669933e+04   6.2390613e-01
   9.1970244e+04   6.2410501e-01
   9.2270555e+04   6.2430390e-01
