CopyNumber	CumulativeDistributionFunction
50 0.00827300930714
150 0.0455015511892
250 0.0783350568769
350 0.11892450879
450 0.143485005171
550 0.175284384695
650 0.203722854188
750 0.235263702172
850 0.254136504654
950 0.276111685626
1050 0.29576008273
1150 0.311789038263
1250 0.329886246122
1350 0.352895553257
1450 0.371509824199
1550 0.39322647363
1650 0.415201654602
1750 0.432264736298
1850 0.447001034126
1950 0.462254395036
2050 0.474663908997
2150 0.49405377456
2250 0.50594622544
2350 0.517063081696
2450 0.52740434333
2550 0.536970010341
2650 0.54886246122
2750 0.557394002068
2850 0.572130299897
2950 0.584798345398
3050 0.597207859359
3150 0.60677352637
3250 0.616080661841
3350 0.625387797311
3450 0.636246122027
3550 0.642450879007
3650 0.648397104447
3750 0.650982419855
3850 0.657187176836
3950 0.662616339193
4050 0.667269906929
4150 0.670372285419
4250 0.677611168563
4350 0.680972078594
4450 0.685367114788
4550 0.690537745605
4650 0.693123061013
4750 0.696483971044
4850 0.701913133402
4950 0.70423991727
5050 0.707083764219
5150 0.711220268873
5250 0.715098241986
5350 0.71949327818
5450 0.723888314374
5550 0.727507755946
5650 0.730351602896
5750 0.734229576008
5850 0.737331954498
5950 0.740175801448
6050 0.74405377456
6150 0.748448810755
6250 0.752068252327
6350 0.75620475698
6450 0.761375387797
6550 0.766804550155
6650 0.770423991727
6750 0.772750775595
6850 0.774819027921
6950 0.778955532575
7050 0.782057911065
7150 0.785160289555
7250 0.787745604964
7350 0.791623578077
7450 0.793950361944
7550 0.796535677353
7650 0.79886246122
7750 0.804033092037
7850 0.806618407446
7950 0.808428128232
8050 0.809462254395
8150 0.812306101344
8250 0.813598759049
8350 0.815149948294
8450 0.817993795243
8550 0.821096173733
8650 0.823681489142
8750 0.825749741468
8850 0.826783867632
8950 0.831695966908
9050 0.831954498449
9150 0.83221302999
9250 0.833247156153
9350 0.834022750776
9450 0.83531540848
9550 0.836866597725
9650 0.83841778697
9750 0.839193381593
9850 0.839710444674
9950 0.840744570838
10050 0.841261633919
10150 0.84152016546
10250 0.842554291624
10350 0.84436401241
10450 0.845139607032
10550 0.846173733195
10650 0.846949327818
10850 0.848759048604
10950 0.849793174767
11050 0.850310237849
11150 0.851085832472
11250 0.851861427094
11350 0.852895553257
11450 0.853929679421
11550 0.854446742503
11650 0.855480868666
11750 0.858324715615
11850 0.859100310238
11950 0.860392967942
12050 0.861427094105
12150 0.862202688728
12250 0.86271975181
12350 0.863236814891
12450 0.864012409514
12550 0.865563598759
12650 0.866339193382
12750 0.866856256463
12850 0.867631851086
12950 0.868665977249
13050 0.869700103413
13150 0.870992761117
13250 0.871768355739
13450 0.873061013444
13550 0.87487073423
13650 0.87512926577
13750 0.875646328852
13850 0.875904860393
13950 0.876421923475
14150 0.877456049638
14250 0.878231644261
14350 0.878748707342
14450 0.879265770424
14550 0.879524301965
14650 0.881851085832
14750 0.882109617373
14850 0.882885211996
14950 0.883402275078
15050 0.883919338159
15150 0.8841778697
15250 0.884953464323
15350 0.885211995863
15450 0.885987590486
15550 0.887021716649
15650 0.88728024819
15850 0.887797311272
15950 0.888314374354
16050 0.888572905895
16150 0.889089968976
16250 0.889607032058
16350 0.89012409514
16450 0.890641158221
16550 0.890899689762
16750 0.891416752844
16850 0.892192347466
16950 0.89322647363
17050 0.894519131334
17150 0.895553257497
17250 0.896587383661
17350 0.896845915202
17450 0.897104446743
17650 0.897362978283
17750 0.898138572906
17950 0.898655635988
18050 0.899689762151
18250 0.900206825233
18450 0.900723888314
18550 0.901240951396
18650 0.902016546019
18750 0.902792140641
18850 0.903567735264
18950 0.903826266805
19050 0.904084798345
19150 0.904601861427
19350 0.90537745605
19450 0.90563598759
19650 0.906928645295
19750 0.907962771458
19850 0.90847983454
20050 0.908738366081
20150 0.908996897622
20250 0.909255429162
20350 0.909513960703
20450 0.909772492244
20550 0.910031023785
20650 0.910289555326
20750 0.910806618407
20850 0.911323681489
21050 0.91158221303
21150 0.912616339193
21250 0.913133402275
21450 0.913908996898
21550 0.914167528438
21650 0.91468459152
21750 0.914943123061
21850 0.915460186143
21950 0.915718717684
22050 0.916235780765
22250 0.916752843847
22350 0.917011375388
22450 0.91778697001
22550 0.918045501551
22650 0.918562564633
22750 0.919079627715
22950 0.919338159255
23050 0.919596690796
23150 0.919855222337
23350 0.92063081696
23550 0.920889348501
23650 0.921664943123
23850 0.921923474664
24050 0.922182006205
24650 0.922440537746
24750 0.922957600827
24850 0.923216132368
25050 0.923474663909
25550 0.92373319545
25950 0.923991726991
26050 0.924508790072
26350 0.925284384695
26850 0.925801447777
26950 0.926059979317
27450 0.926318510858
27850 0.926577042399
28050 0.92683557394
28150 0.927611168563
28250 0.927869700103
28750 0.928128231644
28850 0.928386763185
28950 0.928645294726
29050 0.929420889349
29550 0.929679420889
29650 0.92993795243
30250 0.930196483971
30550 0.930455015512
30950 0.930713547053
31250 0.930972078594
31450 0.931489141675
31650 0.931747673216
31950 0.932523267839
32150 0.93304033092
32250 0.933298862461
32450 0.933815925543
32850 0.934074457084
33150 0.934591520165
33250 0.934850051706
33450 0.935108583247
33650 0.935367114788
33750 0.935625646329
33850 0.936401240951
34750 0.936659772492
34850 0.936918304033
34950 0.937176835574
35150 0.937952430196
35550 0.938210961737
35650 0.938728024819
35750 0.93898655636
35850 0.939245087901
35950 0.939503619442
36250 0.939762150982
36550 0.940020682523
36650 0.940279214064
36850 0.940537745605
36950 0.940796277146
37150 0.941313340228
37250 0.941571871768
37550 0.94208893485
37650 0.942864529473
38050 0.943123061013
38350 0.943640124095
38450 0.943898655636
38850 0.944157187177
38950 0.944415718718
39050 0.944674250259
39350 0.944932781799
39950 0.945708376422
40350 0.945966907963
40450 0.946225439504
40650 0.946483971044
40850 0.947001034126
41050 0.947259565667
41550 0.947776628749
41950 0.94829369183
42050 0.948810754912
42650 0.949069286453
42850 0.949327817994
42950 0.949586349535
43150 0.949844881075
43350 0.950620475698
43550 0.95113753878
43850 0.951396070321
44050 0.951654601861
44650 0.951913133402
45050 0.952171664943
45150 0.952430196484
45250 0.952688728025
45350 0.953205791107
45550 0.953464322647
45950 0.953722854188
46650 0.953981385729
46850 0.95423991727
47350 0.954498448811
47550 0.954756980352
47650 0.955015511892
48050 0.955274043433
48150 0.955791106515
48350 0.956049638056
48750 0.956308169597
48950 0.956566701138
49550 0.956825232678
49650 0.957083764219
50250 0.95734229576
50350 0.957600827301
51150 0.957859358842
51750 0.958634953464
51950 0.958893485005
52250 0.959152016546
52450 0.959410548087
52750 0.959669079628
53050 0.959927611169
53850 0.960186142709
54150 0.96044467425
54250 0.960703205791
54350 0.961220268873
54550 0.961478800414
55750 0.961737331954
56850 0.961995863495
56950 0.962254395036
57550 0.962771458118
57650 0.963029989659
57750 0.9632885212
58250 0.96354705274
58550 0.963805584281
59350 0.964064115822
60350 0.964322647363
60450 0.964581178904
60550 0.964839710445
60950 0.965873836608
61850 0.966132368149
63350 0.96639089969
63750 0.966649431231
65450 0.966907962771
65650 0.967166494312
66050 0.967425025853
66450 0.967683557394
67650 0.968200620476
67750 0.968459152017
68450 0.968717683557
68550 0.968976215098
71750 0.969234746639
72050 0.96949327818
73250 0.969751809721
73650 0.970010341262
74750 0.970527404343
76050 0.970785935884
76750 0.971044467425
77050 0.971302998966
77150 0.971561530507
77450 0.971820062048
77550 0.972078593588
77950 0.972337125129
78150 0.97259565667
78450 0.972854188211
78750 0.973112719752
78950 0.973629782834
80250 0.973888314374
82750 0.974146845915
84350 0.974405377456
85050 0.974663908997
86050 0.974922440538
86450 0.975180972079
87350 0.975439503619
88950 0.97569803516
89850 0.975956566701
90250 0.976215098242
91650 0.976473629783
91850 0.976732161324
92450 0.976990692865
92650 0.977249224405
93750 0.977507755946
94550 0.977766287487
96350 0.978024819028
96750 0.97854188211
97150 0.97880041365
97750 0.979058945191
98450 0.979317476732
100050 0.979576008273
101050 0.980093071355
102050 0.980610134436
103050 0.980868665977
104050 0.981385729059
106050 0.982161323681
107050 0.982419855222
112050 0.982936918304
114050 0.983195449845
115050 0.983453981386
116050 0.983712512927
119050 0.983971044467
120050 0.984229576008
121050 0.984488107549
123050 0.98474663909
124050 0.985005170631
129050 0.985263702172
131050 0.985522233713
132050 0.985780765253
133050 0.986039296794
135050 0.986297828335
146050 0.986556359876
151050 0.986814891417
158050 0.987590486039
162050 0.98784901758
164050 0.988107549121
168050 0.988366080662
169050 0.988624612203
170050 0.988883143744
171050 0.989141675284
172050 0.989400206825
182050 0.989658738366
193050 0.989917269907
198050 0.990175801448
200050 0.990434332989
207050 0.990692864529
213050 0.99095139607
225050 0.991468459152
238050 0.991726990693
247050 0.991985522234
248050 0.992244053775
264050 0.992761116856
265050 0.993019648397
269050 0.993278179938
291050 0.993536711479
292050 0.99379524302
293050 0.99405377456
306050 0.994312306101
314050 0.994570837642
322050 0.994829369183
333050 0.995087900724
335050 0.995346432265
337050 0.995604963806
346050 0.995863495346
364050 0.996122026887
378050 0.996380558428
428050 0.996639089969
443050 0.99689762151
445050 0.997156153051
471050 0.997414684592
503050 0.997673216132
519050 0.997931747673
524050 0.998190279214
602050 0.998448810755
681050 0.998707342296
871050 0.998965873837
883050 0.999224405377
1020050 0.999482936918
1260050 0.999741468459
1590050 1
