CopyNumber	CumulativeDistributionFunction
   3.0963125e+04   5.5378733e-01
   3.1096875e+04   5.5430402e-01
   3.1230625e+04   5.5471737e-01
   3.1364375e+04   5.5513072e-01
   3.1498125e+04   5.5575075e-01
   3.1631875e+04   5.5637078e-01
   3.1765625e+04   5.5699080e-01
   3.1899375e+04   5.5761083e-01
   3.2033125e+04   5.5823086e-01
   3.2166875e+04   5.5874755e-01
   3.2300625e+04   5.5947091e-01
   3.2434375e+04   5.5978092e-01
   3.2568125e+04   5.6029761e-01
   3.2701875e+04   5.6071096e-01
   3.2835625e+04   5.6143433e-01
   3.2969375e+04   5.6184768e-01
   3.3103125e+04   5.6246771e-01
   3.3236875e+04   5.6298440e-01
   3.3370625e+04   5.6319107e-01
   3.3504375e+04   5.6381110e-01
   3.3638125e+04   5.6422445e-01
   3.3771875e+04   5.6463780e-01
   3.3905625e+04   5.6505115e-01
   3.4039375e+04   5.6536117e-01
   3.4173125e+04   5.6608453e-01
   3.4306875e+04   5.6629121e-01
   3.4440625e+04   5.6680790e-01
   3.4574375e+04   5.6763460e-01
   3.4708125e+04   5.6815129e-01
   3.4841875e+04   5.6887465e-01
   3.4975625e+04   5.6908133e-01
   3.5109375e+04   5.6970135e-01
   3.5243125e+04   5.7042472e-01
   3.5376875e+04   5.7094141e-01
   3.5510625e+04   5.7135476e-01
   3.5644375e+04   5.7156143e-01
   3.5778125e+04   5.7207812e-01
   3.5911875e+04   5.7280149e-01
   3.6045625e+04   5.7331818e-01
   3.6179375e+04   5.7362819e-01
   3.6313125e+04   5.7393820e-01
   3.6446875e+04   5.7455823e-01
   3.6580625e+04   5.7507492e-01
   3.6714375e+04   5.7559161e-01
   3.6848125e+04   5.7569495e-01
   3.6981875e+04   5.7672832e-01
   3.7115625e+04   5.7724501e-01
   3.7249375e+04   5.7745169e-01
   3.7383125e+04   5.7755503e-01
   3.7516875e+04   5.7817505e-01
   3.7650625e+04   5.7889842e-01
   3.7784375e+04   5.7900176e-01
   3.7918125e+04   5.7951845e-01
   3.8051875e+04   5.8044849e-01
   3.8185625e+04   5.8096518e-01
   3.8319375e+04   5.8137853e-01
   3.8453125e+04   5.8148186e-01
   3.8586875e+04   5.8189522e-01
   3.8720625e+04   5.8210189e-01
   3.8854375e+04   5.8251524e-01
   3.8988125e+04   5.8282526e-01
   3.9121875e+04   5.8344528e-01
   3.9255625e+04   5.8385863e-01
   3.9389375e+04   5.8447866e-01
   3.9523125e+04   5.8478867e-01
   3.9656875e+04   5.8499535e-01
   3.9790625e+04   5.8582205e-01
   3.9924375e+04   5.8623540e-01
   4.0058125e+04   5.8644208e-01
   4.0191875e+04   5.8716544e-01
   4.0325625e+04   5.8747546e-01
   4.0459375e+04   5.8778547e-01
   4.0593125e+04   5.8861217e-01
   4.0726875e+04   5.8881885e-01
   4.0860625e+04   5.8912886e-01
   4.0994375e+04   5.8933554e-01
   4.1128125e+04   5.8974889e-01
   4.1261875e+04   5.9036892e-01
   4.1395625e+04   5.9047225e-01
   4.1529375e+04   5.9088561e-01
   4.1663125e+04   5.9129896e-01
   4.1796875e+04   5.9171231e-01
   4.2064375e+04   5.9181565e-01
   4.2198125e+04   5.9264235e-01
   4.2331875e+04   5.9315904e-01
   4.2465625e+04   5.9346905e-01
   4.2599375e+04   5.9388240e-01
   4.2733125e+04   5.9439909e-01
   4.2866875e+04   5.9532913e-01
   4.3000625e+04   5.9594916e-01
   4.3134375e+04   5.9615583e-01
   4.3268125e+04   5.9646585e-01
   4.3401875e+04   5.9677586e-01
   4.3535625e+04   5.9708587e-01
   4.3669375e+04   5.9729255e-01
   4.3803125e+04   5.9801591e-01
   4.3936875e+04   5.9832593e-01
   4.4070625e+04   5.9894595e-01
   4.4204375e+04   5.9925597e-01
   4.4338125e+04   5.9935931e-01
   4.4471875e+04   5.9997933e-01
   4.4605625e+04   6.0028935e-01
   4.4739375e+04   6.0070270e-01
   4.4873125e+04   6.0111605e-01
   4.5006875e+04   6.0163274e-01
   4.5140625e+04   6.0194275e-01
   4.5274375e+04   6.0235610e-01
   4.5408125e+04   6.0245944e-01
   4.5541875e+04   6.0276945e-01
   4.5675625e+04   6.0297613e-01
   4.5809375e+04   6.0307947e-01
   4.5943125e+04   6.0349282e-01
   4.6076875e+04   6.0359616e-01
   4.6210625e+04   6.0369949e-01
   4.6344375e+04   6.0442286e-01
   4.6478125e+04   6.0483621e-01
   4.6611875e+04   6.0566291e-01
   4.6745625e+04   6.0576625e-01
   4.6879375e+04   6.0638628e-01
   4.7013125e+04   6.0690297e-01
   4.7146875e+04   6.0741965e-01
   4.7280625e+04   6.0793634e-01
   4.7414375e+04   6.0814302e-01
   4.7548125e+04   6.0855637e-01
   4.7681875e+04   6.0917640e-01
   4.7815625e+04   6.0989976e-01
   4.7949375e+04   6.1041645e-01
   4.8083125e+04   6.1082980e-01
   4.8216875e+04   6.1124315e-01
   4.8350625e+04   6.1175984e-01
   4.8484375e+04   6.1227653e-01
   4.8618125e+04   6.1258655e-01
   4.8751875e+04   6.1299990e-01
   4.8885625e+04   6.1330991e-01
   4.9019375e+04   6.1372326e-01
   4.9153125e+04   6.1454996e-01
   4.9286875e+04   6.1496332e-01
   4.9420625e+04   6.1527333e-01
   4.9688125e+04   6.1537667e-01
   4.9821875e+04   6.1558334e-01
   4.9955625e+04   6.1599669e-01
   5.0089375e+04   6.1630671e-01
   5.0223125e+04   6.1692673e-01
   5.0356875e+04   6.1744342e-01
   5.0490625e+04   6.1785677e-01
   5.0624375e+04   6.1827013e-01
   5.0758125e+04   6.1868348e-01
   5.0891875e+04   6.1909683e-01
   5.1025625e+04   6.1940684e-01
   5.1159375e+04   6.1971685e-01
   5.1293125e+04   6.2013021e-01
   5.1426875e+04   6.2064689e-01
   5.1560625e+04   6.2085357e-01
   5.1694375e+04   6.2095691e-01
   5.1828125e+04   6.2126692e-01
   5.1961875e+04   6.2178361e-01
   5.2095625e+04   6.2199029e-01
   5.2229375e+04   6.2230030e-01
   5.2496875e+04   6.2240364e-01
   5.2630625e+04   6.2261031e-01
   5.2764375e+04   6.2292033e-01
   5.2898125e+04   6.2333368e-01
   5.3031875e+04   6.2364369e-01
   5.3165625e+04   6.2395370e-01
   5.3299375e+04   6.2436706e-01
   5.3433125e+04   6.2488374e-01
   5.3566875e+04   6.2519376e-01
   5.3700625e+04   6.2581379e-01
   5.3834375e+04   6.2622714e-01
   5.3968125e+04   6.2653715e-01
   5.4101875e+04   6.2684716e-01
   5.4235625e+04   6.2715718e-01
   5.4369375e+04   6.2736385e-01
   5.4503125e+04   6.2757053e-01
   5.4636875e+04   6.2788054e-01
   5.4770625e+04   6.2808722e-01
   5.4904375e+04   6.2891392e-01
   5.5038125e+04   6.2912060e-01
   5.5171875e+04   6.2932727e-01
   5.5305625e+04   6.2963728e-01
   5.5439375e+04   6.3025731e-01
   5.5573125e+04   6.3056732e-01
   5.5706875e+04   6.3077400e-01
   5.5840625e+04   6.3118735e-01
   5.5974375e+04   6.3129069e-01
   5.6241875e+04   6.3170404e-01
   5.6375625e+04   6.3201405e-01
   5.6509375e+04   6.3263408e-01
   5.6643125e+04   6.3325411e-01
   5.6776875e+04   6.3356412e-01
   5.6910625e+04   6.3428749e-01
   5.7044375e+04   6.3439082e-01
   5.7178125e+04   6.3459750e-01
   5.7311875e+04   6.3511419e-01
   5.7445625e+04   6.3542420e-01
   5.7579375e+04   6.3583755e-01
   5.7846875e+04   6.3625090e-01
   5.7980625e+04   6.3666426e-01
   5.8114375e+04   6.3676759e-01
   5.8248125e+04   6.3687093e-01
   5.8381875e+04   6.3707761e-01
   5.8515625e+04   6.3749096e-01
   5.8649375e+04   6.3769763e-01
   5.8783125e+04   6.3811098e-01
   5.8916875e+04   6.3842100e-01
   5.9050625e+04   6.3873101e-01
   5.9184375e+04   6.3893769e-01
   5.9318125e+04   6.3914436e-01
   5.9451875e+04   6.3945438e-01
   5.9585625e+04   6.3976439e-01
   5.9719375e+04   6.4017774e-01
   5.9853125e+04   6.4038442e-01
   6.0120625e+04   6.4090111e-01
   6.0254375e+04   6.4131446e-01
   6.0388125e+04   6.4172781e-01
   6.0521875e+04   6.4224450e-01
   6.0655625e+04   6.4276119e-01
   6.0789375e+04   6.4296786e-01
   6.0923125e+04   6.4327788e-01
   6.1056875e+04   6.4348455e-01
   6.1190625e+04   6.4379456e-01
   6.1324375e+04   6.4400124e-01
   6.1458125e+04   6.4472460e-01
   6.1591875e+04   6.4493128e-01
   6.1725625e+04   6.4503462e-01
   6.1859375e+04   6.4524129e-01
   6.1993125e+04   6.4544797e-01
   6.2260625e+04   6.4565465e-01
   6.2394375e+04   6.4596466e-01
   6.2528125e+04   6.4648135e-01
   6.2661875e+04   6.4699804e-01
   6.2795625e+04   6.4730805e-01
   6.2929375e+04   6.4761806e-01
   6.3063125e+04   6.4782474e-01
   6.3196875e+04   6.4792808e-01
   6.3330625e+04   6.4813475e-01
   6.3464375e+04   6.4823809e-01
   6.3598125e+04   6.4865144e-01
   6.3731875e+04   6.4896145e-01
   6.3865625e+04   6.4906479e-01
   6.3999375e+04   6.4927147e-01
   6.4133125e+04   6.4958148e-01
   6.4266875e+04   6.5009817e-01
   6.4400625e+04   6.5040818e-01
   6.4534375e+04   6.5082154e-01
   6.4668125e+04   6.5144156e-01
   6.4801875e+04   6.5164824e-01
   6.4935625e+04   6.5185491e-01
   6.5069375e+04   6.5216493e-01
   6.5203125e+04   6.5268162e-01
   6.5336875e+04   6.5288829e-01
   6.5470625e+04   6.5319831e-01
   6.5604375e+04   6.5340498e-01
   6.5738125e+04   6.5361166e-01
   6.5871875e+04   6.5423168e-01
   6.6005625e+04   6.5485171e-01
   6.6139375e+04   6.5505839e-01
   6.6273125e+04   6.5536840e-01
   6.6406875e+04   6.5557507e-01
   6.6674375e+04   6.5588509e-01
   6.6808125e+04   6.5629844e-01
   6.6941875e+04   6.5640178e-01
   6.7075625e+04   6.5660845e-01
   6.7209375e+04   6.5681513e-01
   6.7343125e+04   6.5702180e-01
   6.7610625e+04   6.5764183e-01
   6.7744375e+04   6.5784851e-01
   6.7878125e+04   6.5857187e-01
   6.8011875e+04   6.5867521e-01
   6.8145625e+04   6.5929524e-01
   6.8279375e+04   6.5939857e-01
   6.8413125e+04   6.5960525e-01
   6.8546875e+04   6.5981193e-01
   6.8680625e+04   6.6001860e-01
   6.8814375e+04   6.6012194e-01
   6.8948125e+04   6.6032861e-01
   6.9081875e+04   6.6053529e-01
   6.9215625e+04   6.6105198e-01
   6.9349375e+04   6.6146533e-01
   6.9483125e+04   6.6187868e-01
   6.9616875e+04   6.6239537e-01
   6.9750625e+04   6.6322207e-01
   6.9884375e+04   6.6353209e-01
   7.0018125e+04   6.6394544e-01
   7.0151875e+04   6.6425545e-01
   7.0285625e+04   6.6466880e-01
   7.0419375e+04   6.6508215e-01
   7.0553125e+04   6.6518549e-01
   7.0820625e+04   6.6539217e-01
   7.0954375e+04   6.6580552e-01
   7.1088125e+04   6.6621887e-01
   7.1221875e+04   6.6673556e-01
   7.1489375e+04   6.6704557e-01
   7.1623125e+04   6.6745892e-01
   7.1756875e+04   6.6787227e-01
   7.1890625e+04   6.6797561e-01
   7.2024375e+04   6.6828563e-01
   7.2158125e+04   6.6838896e-01
   7.2291875e+04   6.6849230e-01
   7.2425625e+04   6.6880231e-01
   7.2559375e+04   6.6952568e-01
   7.2693125e+04   6.7004237e-01
   7.2826875e+04   6.7024904e-01
   7.2960625e+04   6.7035238e-01
   7.3094375e+04   6.7076573e-01
   7.3228125e+04   6.7097241e-01
   7.3361875e+04   6.7117908e-01
   7.3495625e+04   6.7128242e-01
   7.3629375e+04   6.7179911e-01
   7.3763125e+04   6.7200579e-01
   7.3896875e+04   6.7210912e-01
   7.4030625e+04   6.7272915e-01
   7.4164375e+04   6.7283249e-01
   7.4298125e+04   6.7314250e-01
   7.4431875e+04   6.7324584e-01
   7.4565625e+04   6.7365919e-01
   7.4699375e+04   6.7427922e-01
   7.4833125e+04   6.7448589e-01
   7.4966875e+04   6.7458923e-01
   7.5100625e+04   6.7469257e-01
   7.5234375e+04   6.7479591e-01
   7.5368125e+04   6.7510592e-01
   7.5501875e+04   6.7520926e-01
   7.5635625e+04   6.7541593e-01
   7.5769375e+04   6.7562261e-01
   7.5903125e+04   6.7572595e-01
   7.6036875e+04   6.7582929e-01
   7.6304375e+04   6.7593262e-01
   7.6438125e+04   6.7613930e-01
   7.6571875e+04   6.7634597e-01
   7.6705625e+04   6.7644931e-01
   7.6973125e+04   6.7655265e-01
   7.7106875e+04   6.7675933e-01
   7.7240625e+04   6.7717268e-01
   7.7374375e+04   6.7737935e-01
   7.7508125e+04   6.7758603e-01
   7.7641875e+04   6.7768937e-01
   7.7775625e+04   6.7789604e-01
   7.7909375e+04   6.7799938e-01
   7.8043125e+04   6.7820606e-01
   7.8310625e+04   6.7861941e-01
   7.8444375e+04   6.7872274e-01
   7.8578125e+04   6.7903276e-01
   7.8711875e+04   6.7965278e-01
   7.8845625e+04   6.8006614e-01
   7.8979375e+04   6.8027281e-01
   7.9113125e+04   6.8037615e-01
   7.9246875e+04   6.8078950e-01
   7.9380625e+04   6.8109951e-01
   7.9514375e+04   6.8171954e-01
   8.0049375e+04   6.8192622e-01
   8.0183125e+04   6.8213289e-01
   8.0316875e+04   6.8223623e-01
   8.0450625e+04   6.8233957e-01
   8.0584375e+04   6.8254624e-01
   8.0718125e+04   6.8295959e-01
   8.0851875e+04   6.8306293e-01
   8.0985625e+04   6.8316627e-01
   8.1119375e+04   6.8326961e-01
   8.1386875e+04   6.8337295e-01
   8.1520625e+04   6.8347628e-01
   8.1654375e+04   6.8378630e-01
   8.1788125e+04   6.8388964e-01
   8.1921875e+04   6.8440632e-01
   8.2055625e+04   6.8450966e-01
   8.2189375e+04   6.8471634e-01
   8.2323125e+04   6.8523303e-01
   8.2590625e+04   6.8533636e-01
   8.2724375e+04   6.8554304e-01
   8.2858125e+04   6.8585305e-01
   8.3125625e+04   6.8616307e-01
   8.3259375e+04   6.8626640e-01
   8.3393125e+04   6.8657642e-01
   8.3526875e+04   6.8667976e-01
   8.3660625e+04   6.8688643e-01
   8.3794375e+04   6.8709311e-01
   8.3928125e+04   6.8729978e-01
   8.4061875e+04   6.8771313e-01
   8.4195625e+04   6.8781647e-01
   8.4329375e+04   6.8791981e-01
   8.4463125e+04   6.8822982e-01
   8.4596875e+04   6.8874651e-01
   8.4730625e+04   6.8926320e-01
   8.4864375e+04   6.8946988e-01
   8.4998125e+04   6.8967655e-01
   8.5131875e+04   6.8988323e-01
   8.5265625e+04   6.9060659e-01
   8.5399375e+04   6.9070993e-01
   8.5533125e+04   6.9112328e-01
   8.5666875e+04   6.9122662e-01
   8.5800625e+04   6.9143330e-01
   8.5934375e+04   6.9174331e-01
   8.6068125e+04   6.9236334e-01
   8.6201875e+04   6.9246667e-01
   8.6335625e+04   6.9288002e-01
   8.6469375e+04   6.9339671e-01
   8.6603125e+04   6.9350005e-01
   8.6736875e+04   6.9360339e-01
   8.6870625e+04   6.9370673e-01
   8.7004375e+04   6.9381007e-01
   8.7138125e+04   6.9401674e-01
   8.7271875e+04   6.9412008e-01
   8.7405625e+04   6.9422342e-01
   8.7673125e+04   6.9443009e-01
   8.7806875e+04   6.9484344e-01
   8.7940625e+04   6.9494678e-01
   8.8074375e+04   6.9525679e-01
   8.8208125e+04   6.9546347e-01
   8.8341875e+04   6.9556681e-01
   8.8475625e+04   6.9587682e-01
   8.8609375e+04   6.9608350e-01
   8.8743125e+04   6.9649685e-01
   8.8876875e+04   6.9670352e-01
   8.9010625e+04   6.9711688e-01
   8.9144375e+04   6.9742689e-01
   8.9278125e+04   6.9753023e-01
   8.9411875e+04   6.9773690e-01
   8.9679375e+04   6.9804692e-01
   8.9946875e+04   6.9825359e-01
   9.0080625e+04   6.9835693e-01
   9.0214375e+04   6.9846027e-01
   9.0348125e+04   6.9856360e-01
   9.0481875e+04   6.9866694e-01
   9.0615625e+04   6.9877028e-01
   9.0749375e+04   6.9887362e-01
   9.0883125e+04   6.9918363e-01
   9.1016875e+04   6.9949364e-01
   9.1150625e+04   7.0001033e-01
   9.1284375e+04   7.0032035e-01
   9.1418125e+04   7.0052702e-01
   9.1551875e+04   7.0094037e-01
   9.1685625e+04   7.0104371e-01
   9.1819375e+04   7.0125039e-01
   9.1953125e+04   7.0145706e-01
   9.2220625e+04   7.0176708e-01
   9.2354375e+04   7.0197375e-01
   9.2621875e+04   7.0207709e-01
   9.2755625e+04   7.0218043e-01
   9.2889375e+04   7.0238710e-01
   9.3023125e+04   7.0249044e-01
   9.3156875e+04   7.0280045e-01
   9.3290625e+04   7.0321381e-01
   9.3691875e+04   7.0352382e-01
   9.3825625e+04   7.0373049e-01
   9.3959375e+04   7.0424718e-01
   9.4093125e+04   7.0455720e-01
   9.4226875e+04   7.0466054e-01
   9.4360625e+04   7.0538390e-01
   9.4494375e+04   7.0548724e-01
   9.4628125e+04   7.0559058e-01
   9.4761875e+04   7.0579725e-01
   9.4895625e+04   7.0600393e-01
   9.5029375e+04   7.0621060e-01
   9.5163125e+04   7.0631394e-01
   9.5564375e+04   7.0662395e-01
   9.5831875e+04   7.0672729e-01
   9.5965625e+04   7.0683063e-01
   9.6099375e+04   7.0703730e-01
   9.6233125e+04   7.0714064e-01
   9.6500625e+04   7.0724398e-01
   9.6634375e+04   7.0734732e-01
   9.6768125e+04   7.0745066e-01
   9.6901875e+04   7.0755399e-01
   9.7035625e+04   7.0765733e-01
   9.7169375e+04   7.0796735e-01
   9.7303125e+04   7.0838070e-01
   9.7436875e+04   7.0848403e-01
   9.7570625e+04   7.0858737e-01
   9.7704375e+04   7.0879405e-01
   9.7838125e+04   7.0910406e-01
   9.7971875e+04   7.0920740e-01
   9.8105625e+04   7.0941407e-01
   9.8239375e+04   7.0993076e-01
   9.8373125e+04   7.1003410e-01
   9.8506875e+04   7.1013744e-01
   9.8640625e+04   7.1034411e-01
   9.8774375e+04   7.1075747e-01
   9.8908125e+04   7.1106748e-01
   9.9041875e+04   7.1148083e-01
   9.9309375e+04   7.1189418e-01
   9.9443125e+04   7.1210086e-01
   9.9576875e+04   7.1251421e-01
   9.9710625e+04   7.1282422e-01
   9.9844375e+04   7.1292756e-01
   9.9978125e+04   7.1313424e-01
   1.0011188e+05   7.1334091e-01
   1.0024562e+05   7.1344425e-01
   1.0051312e+05   7.1365092e-01
   1.0064688e+05   7.1375426e-01
   1.0078062e+05   7.1396094e-01
   1.0091438e+05   7.1416761e-01
   1.0104812e+05   7.1437429e-01
   1.0118188e+05   7.1447763e-01
   1.0131562e+05   7.1489098e-01
   1.0144938e+05   7.1520099e-01
   1.0158312e+05   7.1561434e-01
   1.0171688e+05   7.1571768e-01
   1.0185062e+05   7.1613103e-01
   1.0198438e+05   7.1644105e-01
   1.0211812e+05   7.1654438e-01
   1.0225188e+05   7.1685440e-01
   1.0238562e+05   7.1695773e-01
