CopyNumber	CumulativeDistributionFunction
   4.1142615e+04   5.7285861e-01
   4.1249618e+04   5.7312916e-01
   4.1356621e+04   5.7345382e-01
   4.1463624e+04   5.7372437e-01
   4.1570627e+04   5.7404902e-01
   4.1677630e+04   5.7464423e-01
   4.1784632e+04   5.7496889e-01
   4.1891635e+04   5.7529354e-01
   4.1998638e+04   5.7534765e-01
   4.2105641e+04   5.7556409e-01
   4.2212644e+04   5.7610519e-01
   4.2319647e+04   5.7632163e-01
   4.2426650e+04   5.7664629e-01
   4.2533653e+04   5.7718738e-01
   4.2640656e+04   5.7740382e-01
   4.2747659e+04   5.7778259e-01
   4.2854661e+04   5.7832368e-01
   4.2961664e+04   5.7881067e-01
   4.3068667e+04   5.7924355e-01
   4.3175670e+04   5.7940588e-01
   4.3282673e+04   5.7967642e-01
   4.3389676e+04   5.8000108e-01
   4.3496679e+04   5.8021752e-01
   4.3603682e+04   5.8081273e-01
   4.3710685e+04   5.8086684e-01
   4.3817688e+04   5.8146204e-01
   4.3924690e+04   5.8194903e-01
   4.4031693e+04   5.8232780e-01
   4.4138696e+04   5.8270656e-01
   4.4245699e+04   5.8308533e-01
   4.4352702e+04   5.8362643e-01
   4.4459705e+04   5.8389698e-01
   4.4566708e+04   5.8438396e-01
   4.4673711e+04   5.8476273e-01
   4.4780714e+04   5.8514150e-01
   4.4887717e+04   5.8546615e-01
   4.4994719e+04   5.8584492e-01
   4.5101722e+04   5.8616958e-01
   4.5208725e+04   5.8649424e-01
   4.5315728e+04   5.8708944e-01
   4.5422731e+04   5.8741410e-01
   4.5529734e+04   5.8784698e-01
   4.5636737e+04   5.8822575e-01
   4.5743740e+04   5.8849629e-01
   4.5850743e+04   5.8871273e-01
   4.5957746e+04   5.8892917e-01
   4.6064748e+04   5.8909150e-01
   4.6171751e+04   5.8930794e-01
   4.6278754e+04   5.8968671e-01
   4.6385757e+04   5.9011958e-01
   4.6492760e+04   5.9039013e-01
   4.6599763e+04   5.9103945e-01
   4.6706766e+04   5.9158054e-01
   4.6813769e+04   5.9190520e-01
   4.6920772e+04   5.9228397e-01
   4.7027775e+04   5.9287917e-01
   4.7134777e+04   5.9314972e-01
   4.7241780e+04   5.9369082e-01
   4.7348783e+04   5.9379904e-01
   4.7455786e+04   5.9406958e-01
   4.7562789e+04   5.9450246e-01
   4.7669792e+04   5.9477301e-01
   4.7776795e+04   5.9526000e-01
   4.7883798e+04   5.9569287e-01
   4.7990801e+04   5.9596342e-01
   4.8097804e+04   5.9634219e-01
   4.8204806e+04   5.9677507e-01
   4.8311809e+04   5.9737027e-01
   4.8418812e+04   5.9785726e-01
   4.8525815e+04   5.9818192e-01
   4.8632818e+04   5.9856068e-01
   4.8739821e+04   5.9893945e-01
   4.8846824e+04   5.9915589e-01
   4.8953827e+04   5.9948055e-01
   4.9060830e+04   5.9991342e-01
   4.9167833e+04   6.0056274e-01
   4.9274835e+04   6.0094151e-01
   4.9381838e+04   6.0115795e-01
   4.9488841e+04   6.0137438e-01
   4.9595844e+04   6.0142849e-01
   4.9702847e+04   6.0159082e-01
   4.9809850e+04   6.0180726e-01
   4.9916853e+04   6.0213192e-01
   5.0023856e+04   6.0229425e-01
   5.0130859e+04   6.0283534e-01
   5.0237862e+04   6.0321411e-01
   5.0344864e+04   6.0353877e-01
   5.0451867e+04   6.0413398e-01
   5.0558870e+04   6.0435041e-01
   5.0665873e+04   6.0472918e-01
   5.0772876e+04   6.0527028e-01
   5.0879879e+04   6.0575726e-01
   5.0986882e+04   6.0619014e-01
   5.1093885e+04   6.0640658e-01
   5.1200888e+04   6.0683946e-01
   5.1307891e+04   6.0727233e-01
   5.1414893e+04   6.0754288e-01
   5.1521896e+04   6.0781343e-01
   5.1628899e+04   6.0797576e-01
   5.1735902e+04   6.0813809e-01
   5.1842905e+04   6.0830042e-01
   5.1949908e+04   6.0878740e-01
   5.2056911e+04   6.0900384e-01
   5.2163914e+04   6.0922028e-01
   5.2270917e+04   6.0938261e-01
   5.2377920e+04   6.0949083e-01
   5.2484922e+04   6.0970727e-01
   5.2591925e+04   6.0981549e-01
   5.2698928e+04   6.1019425e-01
   5.2805931e+04   6.1057302e-01
   5.2912934e+04   6.1073535e-01
   5.3019937e+04   6.1084357e-01
   5.3126940e+04   6.1106001e-01
   5.3233943e+04   6.1160110e-01
   5.3340946e+04   6.1181754e-01
   5.3447949e+04   6.1235864e-01
   5.3554951e+04   6.1246686e-01
   5.3661954e+04   6.1300795e-01
   5.3768957e+04   6.1311617e-01
   5.3875960e+04   6.1349494e-01
   5.3982963e+04   6.1381960e-01
   5.4089966e+04   6.1425248e-01
   5.4196969e+04   6.1468535e-01
   5.4303972e+04   6.1490179e-01
   5.4410975e+04   6.1506412e-01
   5.4517978e+04   6.1517234e-01
   5.4624980e+04   6.1528056e-01
   5.4731983e+04   6.1576755e-01
   5.4838986e+04   6.1625453e-01
   5.4945989e+04   6.1679563e-01
   5.5052992e+04   6.1695796e-01
   5.5159995e+04   6.1706618e-01
   5.5266998e+04   6.1733672e-01
   5.5374001e+04   6.1755316e-01
   5.5481004e+04   6.1798604e-01
   5.5588007e+04   6.1836481e-01
   5.5695009e+04   6.1858125e-01
   5.5802012e+04   6.1890590e-01
   5.5909015e+04   6.1917645e-01
   5.6016018e+04   6.1944700e-01
   5.6123021e+04   6.1960933e-01
   5.6230024e+04   6.1993399e-01
   5.6337027e+04   6.2031275e-01
   5.6444030e+04   6.2052919e-01
   5.6551033e+04   6.2101618e-01
   5.6658036e+04   6.2150317e-01
   5.6765038e+04   6.2177371e-01
   5.6872041e+04   6.2231481e-01
   5.6979044e+04   6.2263947e-01
   5.7086047e+04   6.2296413e-01
   5.7193050e+04   6.2312645e-01
   5.7300053e+04   6.2339700e-01
   5.7407056e+04   6.2377577e-01
   5.7514059e+04   6.2399221e-01
   5.7621062e+04   6.2431687e-01
   5.7728065e+04   6.2447919e-01
   5.7835067e+04   6.2464152e-01
   5.7942070e+04   6.2491207e-01
   5.8049073e+04   6.2518262e-01
   5.8156076e+04   6.2534495e-01
   5.8263079e+04   6.2545317e-01
   5.8370082e+04   6.2572372e-01
   5.8477085e+04   6.2588605e-01
   5.8584088e+04   6.2615659e-01
   5.8691091e+04   6.2631892e-01
   5.8798094e+04   6.2664358e-01
   5.8905096e+04   6.2686002e-01
   5.9012099e+04   6.2740111e-01
   5.9119102e+04   6.2756344e-01
   5.9226105e+04   6.2767166e-01
   5.9333108e+04   6.2794221e-01
   5.9440111e+04   6.2805043e-01
   5.9547114e+04   6.2821276e-01
   5.9654117e+04   6.2848331e-01
   5.9761120e+04   6.2864564e-01
   5.9868123e+04   6.2886207e-01
   5.9975125e+04   6.2891618e-01
   6.0082128e+04   6.2918673e-01
   6.0189131e+04   6.2972783e-01
   6.0296134e+04   6.3016071e-01
   6.0403137e+04   6.3032303e-01
   6.0510140e+04   6.3059358e-01
   6.0617143e+04   6.3102646e-01
   6.0724146e+04   6.3140523e-01
   6.0831149e+04   6.3145934e-01
   6.0938152e+04   6.3172988e-01
   6.1045154e+04   6.3210865e-01
   6.1152157e+04   6.3216276e-01
   6.1259160e+04   6.3232509e-01
   6.1366163e+04   6.3264975e-01
   6.1473166e+04   6.3297441e-01
   6.1580169e+04   6.3319084e-01
   6.1687172e+04   6.3324495e-01
   6.1794175e+04   6.3356961e-01
   6.1901178e+04   6.3378605e-01
   6.2008181e+04   6.3400249e-01
   6.2115183e+04   6.3421893e-01
   6.2222186e+04   6.3427304e-01
   6.2329189e+04   6.3459769e-01
   6.2436192e+04   6.3481413e-01
   6.2543195e+04   6.3530112e-01
   6.2650198e+04   6.3562578e-01
   6.2757201e+04   6.3589633e-01
   6.2864204e+04   6.3605865e-01
   6.2971207e+04   6.3632920e-01
   6.3078210e+04   6.3654564e-01
   6.3185212e+04   6.3676208e-01
   6.3292215e+04   6.3708674e-01
   6.3399218e+04   6.3730318e-01
   6.3506221e+04   6.3757372e-01
   6.3613224e+04   6.3795249e-01
   6.3720227e+04   6.3811482e-01
   6.3827230e+04   6.3816893e-01
   6.3934233e+04   6.3860181e-01
   6.4041236e+04   6.3881825e-01
   6.4148239e+04   6.3908879e-01
   6.4255241e+04   6.3935934e-01
   6.4362244e+04   6.3968400e-01
   6.4469247e+04   6.3995455e-01
   6.4576250e+04   6.4017099e-01
   6.4683253e+04   6.4060386e-01
   6.4790256e+04   6.4087441e-01
   6.4897259e+04   6.4119907e-01
   6.5004262e+04   6.4152373e-01
   6.5111265e+04   6.4168606e-01
   6.5218268e+04   6.4206482e-01
   6.5325270e+04   6.4233537e-01
   6.5432273e+04   6.4276825e-01
   6.5539276e+04   6.4298469e-01
   6.5646279e+04   6.4320113e-01
   6.5753282e+04   6.4330934e-01
   6.5860285e+04   6.4374222e-01
   6.5967288e+04   6.4422921e-01
   6.6074291e+04   6.4460798e-01
   6.6181294e+04   6.4477030e-01
   6.6288297e+04   6.4504085e-01
   6.6395299e+04   6.4525729e-01
   6.6502302e+04   6.4552784e-01
   6.6609305e+04   6.4585250e-01
   6.6716308e+04   6.4606894e-01
   6.6823311e+04   6.4628537e-01
   6.6930314e+04   6.4650181e-01
   6.7037317e+04   6.4655592e-01
   6.7144320e+04   6.4677236e-01
   6.7251323e+04   6.4693469e-01
   6.7358326e+04   6.4704291e-01
   6.7465328e+04   6.4715113e-01
   6.7572331e+04   6.4747579e-01
   6.7679334e+04   6.4769222e-01
   6.7786337e+04   6.4796277e-01
   6.7893340e+04   6.4823332e-01
   6.8000343e+04   6.4839565e-01
   6.8107346e+04   6.4872031e-01
   6.8214349e+04   6.4888264e-01
   6.8321352e+04   6.4904497e-01
   6.8428355e+04   6.4931551e-01
   6.8535357e+04   6.4942373e-01
   6.8642360e+04   6.4969428e-01
   6.8749363e+04   6.4974839e-01
   6.8856366e+04   6.4991072e-01
   6.8963369e+04   6.5007305e-01
   6.9070372e+04   6.5023538e-01
   6.9177375e+04   6.5072236e-01
   6.9284378e+04   6.5110113e-01
   6.9391381e+04   6.5131757e-01
   6.9498384e+04   6.5164223e-01
   6.9605386e+04   6.5202099e-01
   6.9712389e+04   6.5245387e-01
   6.9819392e+04   6.5277853e-01
   6.9926395e+04   6.5304908e-01
   7.0033398e+04   6.5337374e-01
   7.0140401e+04   6.5353606e-01
   7.0247404e+04   6.5380661e-01
   7.0354407e+04   6.5413127e-01
   7.0461410e+04   6.5440182e-01
   7.0568413e+04   6.5456415e-01
   7.0675415e+04   6.5461826e-01
   7.0782418e+04   6.5467237e-01
   7.0889421e+04   6.5478059e-01
   7.0996424e+04   6.5526757e-01
   7.1103427e+04   6.5553812e-01
   7.1210430e+04   6.5570045e-01
   7.1317433e+04   6.5591689e-01
   7.1424436e+04   6.5618744e-01
   7.1531439e+04   6.5662031e-01
   7.1638442e+04   6.5683675e-01
   7.1745444e+04   6.5716141e-01
   7.1852447e+04   6.5732374e-01
   7.1959450e+04   6.5754018e-01
   7.2066453e+04   6.5759429e-01
   7.2173456e+04   6.5764840e-01
   7.2280459e+04   6.5781072e-01
   7.2387462e+04   6.5808127e-01
   7.2494465e+04   6.5840593e-01
   7.2601468e+04   6.5883881e-01
   7.2708471e+04   6.5910936e-01
   7.2815473e+04   6.5921757e-01
   7.2922476e+04   6.5937990e-01
   7.3029479e+04   6.5959634e-01
   7.3136482e+04   6.5992100e-01
   7.3243485e+04   6.6013744e-01
   7.3350488e+04   6.6035388e-01
   7.3457491e+04   6.6046210e-01
   7.3564494e+04   6.6078675e-01
   7.3671497e+04   6.6100319e-01
   7.3778500e+04   6.6116552e-01
   7.3885502e+04   6.6132785e-01
   7.3992505e+04   6.6159840e-01
   7.4099508e+04   6.6176073e-01
   7.4206511e+04   6.6192306e-01
   7.4313514e+04   6.6213949e-01
   7.4420517e+04   6.6224771e-01
   7.4527520e+04   6.6268059e-01
   7.4634523e+04   6.6305936e-01
   7.4741526e+04   6.6316758e-01
   7.4848529e+04   6.6327580e-01
   7.4955531e+04   6.6360045e-01
   7.5062534e+04   6.6370867e-01
   7.5169537e+04   6.6376278e-01
   7.5276540e+04   6.6392511e-01
   7.5383543e+04   6.6414155e-01
   7.5490546e+04   6.6446621e-01
   7.5597549e+04   6.6479087e-01
   7.5704552e+04   6.6500730e-01
   7.5811555e+04   6.6511552e-01
   7.5918558e+04   6.6516963e-01
   7.6025560e+04   6.6538607e-01
   7.6132563e+04   6.6549429e-01
   7.6239566e+04   6.6554840e-01
   7.6346569e+04   6.6581895e-01
   7.6453572e+04   6.6598128e-01
   7.6560575e+04   6.6608950e-01
   7.6667578e+04   6.6614361e-01
   7.6774581e+04   6.6630594e-01
   7.6881584e+04   6.6641416e-01
   7.6988587e+04   6.6657648e-01
   7.7095589e+04   6.6684703e-01
   7.7202592e+04   6.6700936e-01
   7.7309595e+04   6.6727991e-01
   7.7416598e+04   6.6744224e-01
